title,author,pub_year,venue,abstract
Predicting long-term response to selection,['JP REEVE'],2000,Genetics Research,"Lande's equation for predicting the response of trait means to a shift in optimal trait values is tested using a stochastic simulation model. The simulated population is finite, and each individual has a finite number of loci. Therefore, selection may cause allele frequencies and"
Correlated evolution of allometry and sexual dimorphism across higher taxa,"['SP De Lisle', 'L Rowe']",2013,The American Naturalist,"Empirical evidence suggests that Rensch's rule of allometric scaling of male and female body size, which states that body size divergence is greater across males than across females of a clade, is not universal. In fact, quantitative genetic theory indicates that the sex"
THE SYMMETRY OF CORRELATED SELECTION RESPONSES IN ADAPTIVE EVOLUTION: AN EXPERIMENTAL STUDY USING DROSOPHILA,"['J Shiotsugu', 'AM Leroi', 'H Yashiro', 'MR Rose']",1997,…,"The relationship between the processes of density‐dependent and age‐specific selection has been investigated by examining a common phenotype, urea resistance, which has apparently evolved in response to each of these selection mechanisms. Twenty populations"
Genetic changes in the morphological differentiation of Darwin's ground finches,"['TD Price', 'PR Grant', 'PT Boag']",1984,Population biology and evolution,"Speciation involves both the differentiation of populations and the establishment of reproductive isolation. One current debate in evolutionary biology stems from differences in opinion about the extent to which the two processes are coupled, especially when"
SEX ALLOCATION IN THE MONOECIOUS HERB BEGONIA SEMIOVATA,"['J Ågren', 'DW Schemske']",1995,Evolution,"Sex‐allocation models predict that the evolution of self‐fertilization should result in a reduced allocation to male function and pollinator attraction in plants. The evolution of sex allocation may be constrained by both functional and genetic factors, however. We studied"
"Pleiotropy, apparent stabilizing selection and uncovering fitness optima","['K McGuigan', 'L Rowe', 'MW Blows']",2011,Trends in Ecology & Evolution,"Evolutionary theory has emphasized that the evolution of single traits cannot be understood in isolation when pleiotropy is present. Widespread pleiotropy causes the appearance of stabilizing selection on metric traits owing to joint effects with fitness, and results in the"
Group size factors and geographic variation of morphometric correlation,['B Riska'],1985,Evolution,Within‐locality correlations among eight morphological traits of the fundatrix and among 15 morphological traits of the alate fundatrigeniae of the aphid Pemphigus populicaulis Fitch were examined for among‐locality variation. A jackknife procedure revealed highly
Evolution of static allometries: adaptive change in allometric slopes of eye span in stalk‐eyed flies,"['KL Voje', 'TF Hansen']",2013,Evolution: International Journal of …,Julian Huxley showed that within‐species (static) allometric (power‐law) relations can arise from proportional growth regulation with the exponent in the power law equaling the factor of proportionality. Allometric exponents may therefore be hard to change and act as constraints
Antagonistic coevolution mediated by phenotypic differences between quantitative traits,"['SL Nuismer', 'BJ Ridenhour']",2007,… : International Journal of …,"Many well‐studied coevolutionary interactions between predators and prey or hosts and parasites are mediated by quantitative traits. In some interactions, such as those between cuckoos and their hosts, interactions are mediated by the degree of phenotype matching"
Quantitative genetics of bryozoan phenotypic evolution. II. Analysis of selection and random change in fossil species using reconstructed genetic parameters,"['AH Cheetham', 'JBC Jackson', 'LAC Hayek']",1994,Evolution,The roles of natural selection and random genetic change in the punctuated phenotypic evolution of eight Miocene‐Pliocene tropical American species of the cheilostome bryozoan Metrarabdotos are analyzed by quantitative genetic methods. Trait heritabilities and genetic
Can evolution supply what ecology demands?,"['H Kokko', 'A Chaturvedi', 'D Croll', 'MC Fischer']",2017,Trends in Ecology & …,"A simplistic view of the adaptive process pictures a hillside along which a population can climb: when ecological 'demands' change, evolution 'supplies' the variation needed for the population to climb to a new peak. Evolutionary ecologists point out that this simplistic view"
Change of genetic architecture in response to sex,"['HW Deng', 'M Lynch']",1996,Genetics,"A traditional view is that sexual reproduction increases the potential for phenotypic evolution by expanding the range of genetic variation upon which natural selection can act. However, when nonadditive genetic system, genetic slippage (a change in the tive genetic effects and"
Environmental effects on the expression of quantitative trait loci and implications for phenotypic evolution,"['C Weinig', 'J Schmitt']",2004,Bioscience,"Organisms in natural populations experience environmental heterogeneity over a range of temporal and spatial scales, and this heterogeneity has significant evolutionary implications. By affecting patterns of selection and the expression of genetic variation, environmental"
Primate molar crown formation times and life history evolution revisited,['GA Macho'],2001,American Journal of Primatology: Official Journal …,"Comparative studies have convincingly demonstrated that the pattern and timing of tooth emergence are highly correlated with life‐history variables and brain size. Conversely, a firm relationship between molar formation time and life‐history variables has not yet been"
Divergence and genetic structure in adjacent grass populations. I. Quantitative genetics,"['HL Billington', 'AM Mortimer', 'T McNeilly']",1988,Evolution,"Additive genetic variances and covariances were estimated for life history and morphological traits in two adjacent populations of the grass, Holcus lanatus L. Significant phenotypic differentiation was found between the two populations for four of the 15"
"Morphology, the study of form and function, in modern evolutionary biology",['MH Wake'],1992,Oxford surveys in evolutionary biology,"A'renaissance'in morphology was proclaimed during the last decade (Wake, D. 1982a; Liem and Wake 1985; Gans 1985) to herald the vigor with which the discipline of morphology is incorporating new techniques and theory, expanding into analysis of development, ecology"
"The origins of allometry: size and shape polymorphism in the common waterstrider, Gerris remigis Say (Heteroptera, Gerridae)",['DJ FAIRBAIRN'],1992,Biological Journal of the Linnean Society,"Changes in size, whether ontogenetic or phylogenetic, tend to be associated with changes in shape. This allometry can arise through two different evolutionary mechanisms:(1) selection acting primarily on overall size may be associated with changes in"
Quantitative genetics of scale counts in the garter snake Thamnophis sirtalis,"['MR Dohm', 'T Garland Jr']",1993,Copeia,"This study addresses the quantitative genetic basis of phenotypic variation and covariation for a series of meristic traits in the garter snake Thamnophis sirtalis fitchi (six head scale counts: loreals, supra-and infralabials, pre-and postoculars, temporals; three body scale"
Dissecting high-dimensional phenotypes with Bayesian sparse factor analysis of genetic covariance matrices,"['DE Runcie', 'S Mukherjee']",2013,Genetics,"Quantitative genetic studies that model complex, multivariate phenotypes are important for both evolutionary prediction and artificial selection. For example, changes in gene expression can provide insight into developmental and physiological mechanisms that link"
The maintenance of polygenic variation in finite populations,['D Houle'],1989,Evolution,"Models of the maintenance of genetic variance in a polygenic trait have usually assumed that population size is infinite and that selection is weak. Consequently, they will overestimate the amount of variation maintained in finite populations. I derive"
Dissecting high-dimensional phenotypes with Bayesian sparse factor analysis of genetic covariance matrices,"['DE Runcie', 'S Mukherjee']",2013,Genetics,"Quantitative genetic studies that model complex, multivariate phenotypes are important for both evolutionary prediction and artificial selection. For example, changes in gene expression can provide insight into developmental and physiological mechanisms that link"
Measuring natural selection on genotypes and phenotypes in the wild,"['CR Linnen', 'HE Hoekstra']",2009,Cold Spring Harbor Symposia on …,"A complete understanding of the role of natural selection in driving evolutionary change requires accurate estimates of the strength of selection acting in the wild. Accordingly, several approaches using a variety of data—including patterns of DNA variability, spatial"
The maintenance of polygenic variation in finite populations,['D Houle'],1989,Evolution,"Models of the maintenance of genetic variance in a polygenic trait have usually assumed that population size is infinite and that selection is weak. Consequently, they will overestimate the amount of variation maintained in finite populations. I derive"
Phenotypic plasticity for life history traits in Drosophila melanogaster. I. Effect on phenotypic and environmental correlations,"['MD Gebhardt', 'SC Stearns']",1993,Journal of Evolutionary Biology,All 36 possible crosses among 6 homozygous lines of Drosophila melanogaster were tested for their phenotypic response in developmental time and dry weight at eclosion to variation in temperature and yeast concentration. This method was chosen because it allows one to
The genetic architecture of local adaptation and reproductive isolation in sympatry within the Mimulus guttatus species complex,"['KG Ferris', 'LL Barnett', 'BK Blackman']",2017,Molecular …,"The genetic architecture of local adaptation has been of central interest to evolutionary biologists since the modern synthesis. In addition to classic theory on the effect size of adaptive mutations by Fisher, Kimura and Orr, recent theory addresses the genetic"
"Experimental evidence for the evolution of indirect genetic effects: changes in the interaction effect coefficient, psi (ψ), due to sexual selection","['SF Chenoweth', 'HD Rundle']",2010,… : International Journal of …,Indirect genetics effects (IGEs)—when the genotype of one individual affects the phenotypic expression of a trait in another—may alter evolutionary trajectories beyond that predicted by standard quantitative genetic theory as a consequence of genotypic evolution of the social
Selection for character displacement is constrained by the genetic architecture of floral traits in the ivyleaf morning glory,"['RA Smith', 'MD Rausher']",2008,Evolution: International Journal of …,"Evolutionary theory predicts that interactions between species such as resource competition or reproductive interference will generate selection for character displacement where similar species co‐occur. However, the rate and direction of character displacement will depend not"
Social evolution and genetic interactions in the short and long term,['J Van Cleve'],2015,Theoretical Population Biology,The evolution of social traits remains one of the most fascinating and feisty topics in evolutionary biology even after half a century of theoretical research. WD Hamilton shaped much of the field initially with his 1964 papers that laid out the foundation for understanding
Quantifying multivariate plasticity: genetic variation in resource acquisition drives plasticity in resource allocation to components of life history,"['MR Robinson', 'AP Beckerman']",2013,Ecology letters,"Acquisition and allocation of resources are central to life‐history theory. However, empirical work typically focuses only on allocation despite the fact that relationships between fitness components may be governed by differences in the ability of individuals to acquire"
Characters as the units of evolutionary change,['D Houle'],2001,The character concept in evolutionary biology,"As evolutionary biologists, we would like to understand the history and predict the course of evolution. This is a difficult task, as the complexity of biological entities is staggeringly high. The phenotype of an organism can be described as a collection of many traits—limb length"
Patterns of growth in Darwin's finches,['PR Grant'],1981,Proceedings of the Royal Society of London …,"Nestling growth was studied in six species of Darwin's finches, and in two subspecies of one of them, on four islands of the Galápagos archipelago. The results show how the different beak and body size proportions among the adults of the species are brought about in"
Evolution and stability of the G‐matrix during the colonization of a novel environment,"['F Eroukhmanoff', 'EI Svensson']",2011,Journal of evolutionary biology,Populations that undergo a process of rapid evolution present excellent opportunities to investigate the mechanisms driving or restraining adaptive divergence. The genetic variance–covariance matrix (G) is often considered to constrain adaptation but little is known about its
Genetics of body shape and armour variation in threespine sticklebacks,"['T Leinonen', 'JM Cano', 'J Merilä']",2011,Journal of evolutionary biology,Patterns of genetic variation and covariation can influence the rate and direction of phenotypic evolution. We explored the possibility that the parallel morphological evolution seen in threespine stickleback (Gasterosteus aculeatus) populations colonizing freshwater
A multivariate statistical analysis of direct and correlated response to selection in the rat,"['WR Atchley', 'JJ Rutledge', 'DE Cowley']",1982,Evolution,This paper demonstrates a pronounced asymmetry in the correlated response of a suite of 17 skull and jaw traits to directional selection for 3-9 week weight gain in the rat. These results parallel those for direct response to selection where the upselected replicates show
Rejection of non-adaptive hypotheses for intraspecific variation in trophic morphology in gape-limited predators,"['A Forsman', 'R Shine']",1997,Biological Journal of the Linnean Society,"Recent studies have interpreted intraspecific divergence in relative head sizes in snakes as evidence for adaptation of the trophic apparatus in gape-limited predators to local prey size. However, such variation might also arise from non-adaptive processes (such as allometry"
"Back to the future: genetic correlations, adaptation and speciation","['S Via', 'DJ Hawthorne']",2005,Genetics of Adaptation,"Genetic correlations can affect the course of phenotypic evolution. Although genetic correlations among traits are a common feature of quantitative genetic analyses, they have played a very minor role in recent linkage-map based analyses of the genetic architecture of"
Quantitative genetic divergence and standing genetic (co) variance in thermal reaction norms along latitude,"['D Berger', 'E Postma', 'WU Blanckenhorn', 'RJ Walters']",2013,Evolution,"Although the potential to adapt to warmer climate is constrained by genetic trade‐offs, our understanding of how selection and mutation shape genetic (co) variances in thermal reaction norms is poor. Using 71 isofemale lines of the fly Sepsis punctum, originating from"
Intra-locus sexual conflict and sexually antagonistic genetic variation in hermaphroditic animals,['JK Abbott'],2011,Proceedings of the Royal Society B …,"Intra-locus sexual conflict results when sex-specific selection pressures for a given trait act against the intra-sexual genetic correlation for that trait. It has been found in a wide variety of taxa in both laboratory and natural populations, but the importance of intra-locus sexual"
Genetic analysis of life-history constraint and evolution in a wild ungulate population,"['MB Morrissey', 'CA Walling', 'AJ Wilson']",2012,The American …,"Trade-offs among life-history traits are central to evolutionary theory. In quantitative genetic terms, trade-offs may be manifested as negative genetic covariances relative to the direction of selection on phenotypic traits. Although the expression and selection of ecologically"
Evolution and evolvability: celebrating Darwin 200,['JFY Brookfield'],2009,Biology letters,"The concept of 'evolvability'is increasingly coming to dominate considerations of evolutionary change. There are, however, a number of different interpretations that have been put on the idea of evolvability, differing in the time scales over which the concept is"
The extent and genetic basis of phenotypic divergence in life history traits in Mimulus guttatus,"['J Friedman', 'AD Twyford', 'JH Willis']",2015,Molecular …,Differential natural selection acting on populations in contrasting environments often results in adaptive divergence in multivariate phenotypes. Multivariate trait divergence across populations could be caused by selection on pleiotropic alleles or through many
Comparing Complex Fitness Surfaces: Among‐Population Variation in Mutual Sexual Selection in Drosophila serrata,"['HD Rundle', 'SF Chenoweth']",2008,The American …,"Despite a dramatic increase in empirical estimates of phenotypic selection over the past two decades, we remain remarkably ignorant about variation in the multivariate fitness surfaces that shape the adaptive landscape. We develop a novel approach for quantifying patterns of"
"Phylogenetic analysis of correlation structure in stalk‐eyed flies (Diasemopsis, Diopsidae)","['RH Baker', 'GS Wilkinson']",2003,Evolution,Morphological divergence among species may be constrained by the pattern of genetic variances and covariances among traits within species. Assessing the existence of such a relationship in nature requires information on the stability of intraspecific correlation and
Evolution of specialization and ecological character displacement of herbivores along a gradient of plant quality,"['M Egas', 'MW Sabelis', 'U Dieckmann']",2005,Evolution,"We study the combined evolutionary dynamics of herbivore specialization and ecological character displacement, taking into account foraging behavior of the herbivores, and a quality gradient of plant types. Herbivores can adapt by changing two adaptive traits: their"
The origins and nature of sociality,['RW Sussman'],2017,NA,
Female mating preference for large size in Coelopa frigida (seaweed fly),"['AS Gilburn', 'SP Foster', 'TH Day']",1992,Heredity,"Female mating preferences were studied in the seaweed fly, Coelopa frigida. The female acceptance/rejection response to the intial mount by randomly chosen males was scored and male mating success determined by the subsequent production of progeny. The sizes of"
Invariance and meaningfulness in phenotype spaces,"['SM Huttegger', 'P Mitteroecker']",2011,Evolutionary biology,"Mathematical spaces are widely used in the sciences for representing quantitative and qualitative relations between objects or individuals. Phenotype spaces—spaces whose elements represent phenotypes—are frequently applied in morphometrics, evolutionary"
A model of the evolution of polygenically controlled fungicide resistance,['MW Shaw'],1989,Plant Pathology,"A simple model of the evolution of polygenically controlled fungicide resistance is presented. The basic model contains four parameters, all of which are experimentally measurable. The first, β, describes how much a given change in fungicide sensitivity alters the fitness of a"
Ontogenetic allometry and cranial shape diversification among human populations from South America,"['PN Gonzalez', 'SI Perez', 'V Bernal']",2011,The Anatomical Record …,Modifications of ontogenetic allometries play an important role in patterning the shape differentiation among populations. This study evaluates the influence of size variation on craniofacial shape disparity among human populations from South America and assesses
Oceanography and Marine Biology,['H Barnes'],1990,NA,The ever increasing interest in work in oceanography and marine biology and its relevance to global environmental issues creates a demand for authoritative reviews summarising the results of recent research. Oceanography and Marine Biology: an Annual Review has
Invariance and meaningfulness in phenotype spaces,"['SM Huttegger', 'P Mitteroecker']",2011,Evolutionary biology,"Mathematical spaces are widely used in the sciences for representing quantitative and qualitative relations between objects or individuals. Phenotype spaces—spaces whose elements represent phenotypes—are frequently applied in morphometrics, evolutionary"
A model of the evolution of polygenically controlled fungicide resistance,['MW Shaw'],1989,Plant Pathology,"A simple model of the evolution of polygenically controlled fungicide resistance is presented. The basic model contains four parameters, all of which are experimentally measurable. The first, β, describes how much a given change in fungicide sensitivity alters the fitness of a"
Ontogenetic allometry and cranial shape diversification among human populations from South America,"['PN Gonzalez', 'SI Perez', 'V Bernal']",2011,The Anatomical Record …,Modifications of ontogenetic allometries play an important role in patterning the shape differentiation among populations. This study evaluates the influence of size variation on craniofacial shape disparity among human populations from South America and assesses
Oceanography and Marine Biology,['H Barnes'],1990,NA,The ever increasing interest in work in oceanography and marine biology and its relevance to global environmental issues creates a demand for authoritative reviews summarising the results of recent research. Oceanography and Marine Biology: an Annual Review has
Independence among physiological traits suggests flexibility in the face of ecological demands on phenotypes,"['DM Buehler', 'F Vézina', 'W Goymann']",2012,Journal of …,Phenotypic flexibility allows animals to adjust their physiology to diverse environmental conditions encountered over the year. Examining how these varying traits covary gives insights into potential constraints or freedoms that may shape evolutionary trajectories. In
Tooth size—body size scaling in a human population,['MH Wolpoff'],1985,Size and scaling in primate biology,"The intent of this chapter is to examine the question of whether and how tooth size scales to body size in a living human population, and to determine the relationship that such intrapopulational scaling might have to the explanation and general understanding of the"
Is brain size an ecological variable?,"['GM Mace', 'PH Harvey', 'TH Clutton-Brock']",1980,Trends in Neurosciences,"Brain size increases with body weight-but the relationship between the two variables is not a simple one. Even when body size is taken into account, some species (for example, man) have relatively large brains, whilst for others brain sizes are smaller than expected. In this"
Biomechanical trade-offs bias rates of evolution in the feeding apparatus of fishes,"['R Holzman', 'DC Collar', 'SA Price']",2012,… of the Royal …,"Morphological diversification does not proceed evenly across the organism. Some body parts tend to evolve at higher rates than others, and these rate biases are often attributed to sexual and natural selection or to genetic constraints. We hypothesized that variation in the"
Spherical cows grazing in flatland: constraints to selection and adaptation,"['M Blows', 'B Walsh']",2009,Adaptation and fitness in animal populations,"The vector of traits that a breeder is trying to improve and/or natural selection is acting upon has a distribution of phenotypic and breeding values that lives in a complex space. This space is not simply a sphere with equal variation in all dimensions, but rather a much more"
"Behavior, energy and fitness",['SJ Arnold'],1988,American Zoologist,"SYNOPSIS. Fitness relations in behavioral energetics can be studied using the optimality approach (cost-benefit analysis), correlational analysis of selection, the experimental approach and the comparative method, as well as other approaches. These approaches ask"
"Dynamic routing strategies in sensory, motor, and cognitive processing","['DC Van Essen', 'CH Anderson']",1994,Large-scale neuronal …,"Our understanding of how the cerebral neocortex carries out its essential functions has progressed through several important stages over the past three decades. In the 1960s, Hubel and Wiesel provided the first detailed characterization of orientation selectivity"
POPULATION DIVERGENCE ALONG LINES OF GENETIC VARIANCE AND COVARIANCE IN THE INVASIVE PLANT LYTHRUM SALICARIA IN EASTERN NORTH …,"['RI Colautti', 'SCH Barrett']",2011,Evolution: International Journal of …,"Evolution during biological invasion may occur over contemporary timescales, but the rate of evolutionary change may be inhibited by a lack of standing genetic variation for ecologically relevant traits and by fitness trade‐offs among them. The extent to which these genetic"
"Quantitative genetics of size, shape, life‐history, and fruit characteristics of the seed heteromorphic composite Heterosperma pinnatum. II. Correlation structure","['DL Venable', 'MA Búrquez']",1990,Evolution,"We have investigated phenotypic, environmental, within‐population broad‐sense genetic correlations and among‐population genetic correlations for 17 traits in six populations of Heterosperma pinnatum Cav.(Compositae) grown in the greenhouse. The within‐population"
driftsel: an R package for detecting signals of natural selection in quantitative traits,"['M Karhunen', 'J Merilä', 'T Leinonen']",2013,Molecular Ecology …,"Approaches and tools to differentiate between natural selection and genetic drift as causes of population differentiation are of frequent demand in evolutionary biology. Based on the approach of Ovaskainen et al.(2011), we have developed an R package (driftsel) that can be"
Comparing G matrices: are common principal components informative?,"['JG Mezey', 'D Houle']",2003,Genetics,"Common principal components (CPC) analysis is a technique for assessing whether variance-covariance matrices from different populations have similar structure. One potential application is to compare additive genetic variance-covariance matrices, G. In this article, the"
The variability of behaviour and constrained optimization,"['AI Houston', 'JM McNamara']",1985,Journal of Theoretical Biology,"Many optimality models require the behaviour of an animal under given conditions to be completely regular. In fact, observed behaviour is nearly always variable. The usual procedure is to compare some average of behaviour with the predictions of the optimality"
DELETERIOUS MUTATIONS AND GENETIC VARIATION FOR FLOWER SIZE IN MIMULUS GUTTATUS,"['JK Kelly', 'JH Willis']",2001,Evolution,"Mimulus guttatus is a wildflower that exhibits substantial genetic variation in flower size. Here, we test the hypothesis that this variation is caused by deleterious mutations maintained through mutation‐selection balance. The deleterious‐mutation model predicts"
The additive partitioning of selection gradients,"['MJ Wade', 'S Kalisz']",1989,Evolution,Lynch and Arnold (1988). Lande (1979) illustrated how genetic correlations among characters can limit the response to selection; the change across generations in the mean value of a trait depends upon the effects of selection on all genetically correlated traits. Our
Natural selection on multivariate traits in age-structured populations,['B Charlesworth'],1993,Proceedings of the Royal Society of …,"The theory of selection on multivariate traits in age-structured populations has important implications for empirical and theoretical studies of life-history evolution. A model of natural selection on a set of correlated quantitative traits with age structure is derived here, using an"
Macroevolutionary patterns of pollination accuracy: a comparison of three genera,"['WS Armbruster', 'C Pélabon', 'TF Hansen']",2009,New …,"We hypothesize that pollination efficiency selects for equal distances between the pollinator reward and the anthers, and the stigmas, creating an adaptive ridge. We predict that this fitness surface governs the divergence of many plant species. We use the theory of adaptive"
Phylogenetic ANOVA: the expression variance and evolution model for quantitative trait evolution,"['RV Rohlfs', 'R Nielsen']",2015,Systematic biology,"A number of methods have been developed for modeling the evolution of a quantitative trait on a phylogeny. These methods have received renewed interest in the context of genome-wide studies of gene expression, in which the expression levels of many genes can be"
Estimating selection on quantitative traits using capture-recapture data,"['JG Kingsolver', 'SG Smith']",1995,Evolution,Determining the form and intensity of natural selection on phenotypic traits in natural populations is a topic of continuing interest to evolutionary ecologists. A number of methods for estimating selection coefficients for continuously varying (quantitative) traits have been
The Effects of Evolution are Local: Evidence from Experimental Evolution in Drosophila1,"['MR Rose', 'HB Passananti']",2005,Integrative and …,"One of the enduring temptations of evolutionary theory is the extrapolation from short-term to long-term, from a few species to all species. Unfortunately, the study of experimental evolution reveals that extrapolation from local to general patterns of evolution is not usually"
On use of logarithms to accommodate scale,['EH Bryant'],1986,Systematic Zoology,The logarithmic transformation can be utilized to equilibrate variances of traits of different size when these variances scale proportionally to the square of the trait means. Otherwise variances will not be equilibrated by log transformation. A simple model of ontogenetic
On multilevel selection and kin selection: contextual analysis meets direct fitness,['C Goodnight'],2013,Evolution,"When Hamilton defined the concept of inclusive fitness, he specifically was looking to define the fitness of an individual in terms of that individual's behavior, and the effects of its' behavior on other related individuals. Although an intuitively attractive concept, issues of"
Correlated response in reproductive and life history traits to selection on testis length in Drosophila hydei,"['S Pitnick', 'GT Miller']",2000,Heredity,"Flies in the genus Drosophila have undergone striking evolutionary divergence in the size and number of sperm produced. Based on comparative studies of sperm length, testis length, and other reproductive and life history traits, including body size, age at first"
Evolution of quantitative traits in the wild: mind the ecology,['JM Pemberton'],2010,… Transactions of the Royal Society B …,"Recent advances in the quantitative genetics of traits in wild animal populations have created new interest in whether natural selection, and genetic response to it, can be detected within long-term ecological studies. However, such studies have re-emphasized"
Weak disruptive selection and incomplete phenotypic divergence in two classic examples of sympatric speciation: Cameroon crater lake cichlids,['CH Martin'],2012,The American Naturalist,"Recent documentation of a few compelling examples of sympatric speciation led to a proliferation of theoretical models. Unfortunately, plausible examples from nature have rarely been used to test model predictions, such as the initial presence of strong disruptive"
Evolution of pleiotropy: epistatic interaction pattern supports a mechanistic model underlying variation in genotype–phenotype map,"['M Pavlicev', 'EA Norgard', 'GL Fawcett']",2011,… Zoology Part B …,The genotype–phenotype (GP) map consists of developmental and physiological mechanisms mapping genetic onto phenotypic variation. It determines the distribution of heritable phenotypic variance on which selection can act. Comparative studies of
"Evolutionary Community Ecology, Volume 58",['MA McPeek'],2017,NA,"Writing a book like this can be daunting. My goal is to synthesize what are typically very different disciplines and very different literatures. Many ecologists do not read the evolution, speciation, paleontology, or dispersal literature, and have only a passing knowledge of the"
Correlated response in reproductive and life history traits to selection on testis length in Drosophila hydei,"['S Pitnick', 'GT Miller']",2000,Heredity,"Flies in the genus Drosophila have undergone striking evolutionary divergence in the size and number of sperm produced. Based on comparative studies of sperm length, testis length, and other reproductive and life history traits, including body size, age at first"
Evolution of quantitative traits in the wild: mind the ecology,['JM Pemberton'],2010,… Transactions of the Royal Society B …,"Recent advances in the quantitative genetics of traits in wild animal populations have created new interest in whether natural selection, and genetic response to it, can be detected within long-term ecological studies. However, such studies have re-emphasized"
Weak disruptive selection and incomplete phenotypic divergence in two classic examples of sympatric speciation: Cameroon crater lake cichlids,['CH Martin'],2012,The American Naturalist,"Recent documentation of a few compelling examples of sympatric speciation led to a proliferation of theoretical models. Unfortunately, plausible examples from nature have rarely been used to test model predictions, such as the initial presence of strong disruptive"
Evolution of pleiotropy: epistatic interaction pattern supports a mechanistic model underlying variation in genotype–phenotype map,"['M Pavlicev', 'EA Norgard', 'GL Fawcett']",2011,… Zoology Part B …,The genotype–phenotype (GP) map consists of developmental and physiological mechanisms mapping genetic onto phenotypic variation. It determines the distribution of heritable phenotypic variance on which selection can act. Comparative studies of
The cost of phenotypic evolution,['B Charlesworth'],1984,Paleobiology,Formulae are developed for the fraction of the population that must be eliminated by selection in each generation in order to account for a given rate of evolution in a metrical trait. A combination of directional and stabilizing selection is assumed. The effects of
"Evolutionary Community Ecology, Volume 58",['MA McPeek'],2017,NA,"Writing a book like this can be daunting. My goal is to synthesize what are typically very different disciplines and very different literatures. Many ecologists do not read the evolution, speciation, paleontology, or dispersal literature, and have only a passing knowledge of the"
Evolution in a community context: trait responses to multiple species interactions,"['CP Terhorst', 'PC Zee', 'KD Heath']",2018,The American …,"Species that coexist in diverse natural communities interact in complex ways that alter each other's abundances and affect selection on each other's traits. Consequently, predicting trait evolution in natural communities may require understanding ecological and evolutionary"
Functional anatomy of the olecranon process in hominoids and Plio‐Pleistocene hominins,['MSM Drapeau'],2004,… Journal of Physical Anthropology: The Official …,This study examines the functional morphology of the olecranon process in hominoids and fossil hominins. The length of the bony lever of the triceps brachii muscle (TBM) is measured as the distance between the trochlear articular center and the most distant insertion site of
A quantitative genetic perspective on adaptive evolution,"['JSF Barker', 'RH Thomas']",1987,Genetic constraints on adaptive evolution,"In order to understand adaptive evolution, we need to determine the effects of factors which shape and limit the expression of the essentially infinite possibilities of the genetic system. These factors are environment, and history as expressed in the present structure of the"
Nesting behavior of house mice (Mus domesticus) selected for increased wheel-running activity,"['PA Carter', 'JG Swallow', 'SJ Davis', 'T Garland']",2000,Behavior genetics,"Nest building was measured in “active”(housed with access to running wheels) and “sedentary”(without wheel access) mice (Mus domesticus) from four replicate lines selected for 10 generations for high voluntary wheel-running behavior, and from four randombred"
Quantifying the dynamics of order and organization in biological systems,"['S Banerjee', 'PR Sibbald', 'J Maze']",1990,Journal of Theoretical Biology,"The concepts of “biological order” and “biological organization” have long proven elusive, to the point that biologists often have difficulty defining the order or organization that they intuit as basic properties of the living systems they study. Recent attempts to critically examine the"
"Harvest selection, genetic correlations, and evolutionary changes in recruitment: one less thing to worry about?","['SB Munch', 'MR Walsh']",2005,Canadian Journal of …,Harvest selection may lead to detrimental evolutionary changes in exploited populations. Few studies have considered the indirect impacts that harvest selection may have arising through genetic correlations. Using data from a long-term fishing experiment on Atlantic
Epistasis and heterosis,['CJ Goodnight'],1999,Genetics and Exploitation of Heterosis in Crops,"Traditionally heterosis has been attributed to dominance interactions, particularly overdominance and the masking of deleterious alleles; however there are several other possible causes of heterosis. FW Schnell and CC Cockerham modeled the more general"
Standardizing selection strengths to study selection in the wild: a critical comparison and suggestions for the future,"['S Matsumura', 'R Arlinghaus', 'U Dieckmann']",2012,BioScience,"We critically review the main approaches for standardizing and comparing selection differentials and gradients among traits, populations, and species and assess their differential merits. In particular, we explain why the most widespread approach to"
Imperfect morphological convergence: variable changes in cranial structures underlie transitions to durophagy in moray eels,"['DC Collar', 'JS Reece', 'ME Alfaro']",2014,The American …,"Convergence is central to the study of evolution because it demonstrates the power of natural selection to deterministically shape phenotypic diversity. However, the conditions under which a common morphology repeatedly evolves may be restrictive. Many factors"
Experimental evolution of phenotypic plasticity: how predictive are cross-environment genetic correlations?,"['ME Czesak', 'CW Fox', 'JB Wolf']",2006,The American Naturalist,"Genetic correlations are often predictive of correlated responses of one trait to selection on another trait. There are examples, however, in which genetic correlations are not predictive of correlated responses. We examine how well a cross-environment genetic correlation"
A composite likelihood approach to (co) variance components estimation,"['S Lele', 'ML Taper']",2002,Journal of Statistical Planning and Inference,"Estimation of variance and covariance components has importance in various substantive fields such as animal breeding and evolutionary biology among others. The most popular methods of variance components estimation are maximum likelihood (ML), restricted"
Migration and the genetic covariance between habitat preference and performance,"['P Nosil', 'BJ Crespi', 'CP Sandoval']",2006,The American …,Studies of the genetic covariance between habitat preference and performance have reported conflicting outcomes ranging from no covariance to strong covariance. The causes of this variability remain unclear. Here we show that variation in the magnitude of genetic
Sexual selection uncouples the evolution of brain and body size in pinnipeds,"['JL Fitzpatrick', 'M Almbro']",2012,Journal of …,"The size of the vertebrate brain is shaped by a variety of selective forces. Although larger brains (correcting for body size) are thought to confer fitness advantages, energetic limitations of this costly organ may lead to trade‐offs, for example as recently suggested"
