title,author,pub_year,venue,abstract
Population perspectives on functional genomic variation in yeast,"['DA Skelly', 'PM Magwene']",2016,Briefings in functional genomics,"Advances in high-throughput sequencing have facilitated large-scale surveys of genomic variation in the budding yeast, Saccharomyces cerevisiae. These surveys have revealed extensive sequence variation between yeast strains. However, much less is known about"
The impact of genomic and traditional selection on the contribution of mutational variance to long-term selection response and genetic variance,"['HA Mulder', 'SH Lee', 'S Clark', 'BJ Hayes']",2019,Genetics,De novo mutations (DNM) create new genetic variance and are an important driver for long-term selection response. We hypothesized that genomic selection exploits mutational variance less than traditional selection methods such as mass selection or selection on
"Contrasting genetic, acoustic, and morphological differentiation in two closely related gladiator frogs (Hylidae: Boana) across a common Neotropical …","['FA Juncá', 'AA Giaretta', 'AJ Crawford', 'E LA MARCA']",2019,Zootaxa,"Mountain chains and rivers are often found to represent barriers promoting vicariant differentiation in terrestrial vertebrates. Previous studies have supported the idea that the Cordillera de Mérida (CM), the easternmost branch of the Northern Andes, represents a"
Descrição da diversidade genética de populações naturais de barbatimão Stryphnodendron adstringens (Mart.) Coville em unidades de conservação de …,"['JS Glasenapp', 'VWD Casali', 'ER Martins', 'CD Cruz']",2014,Revista Árvore,"O objetivo deste estudo foi descrever a diversidade genética de S. adstringens em três populações localizadas em Unidades de Conservação do Estado de Minas Gerais, utilizando-se marcadores isoenzimáticos. Foram amostradas as populações dos Parques"
Biodiversidad morfológico-reproductiva y genética del género endémico canario Parolinia Webb (Brassicaceae),['O Fernández-Palacios Acosta'],2009,NA,"La investigación de esta Memoria Doctoral viene justificada en base a un doble objetivo: i) Obtener la mayor información o conocimiento de la biodiversidad del género endémico Parolinia y del estado actual de las poblaciones naturales de sus especies, tanto desde la"
種分化ダイナミクスと数理モデル-生殖隔離進化の促進要因を探る,['山口諒'],2019,日本生態学会誌,"抄録 生物多様性の創出要因である種分化は, 基本的に長い時間を要する事象であるため時系列に沿った直接観測は難しい. そのため 20 世紀前半より, 数理モデルを用いた理論的研究が種分化に関わる仮説の検証や新仮説の提唱に大きく関わってきた. しかし, 種分化の促進要因は多岐"
Description of genetic diversity of natural populations of barbatimão stryphnodendron adstringens (mart.) coville in conservation areas from Minas Gerais,"['JS Glasenapp', 'VWD Casali', 'ER Martins', 'CD Cruz']",2014,Revista Árvore,"O objetivo deste estudo foi descrever a diversidade genética de S. adstringens em três populações localizadas em Unidades de Conservação do Estado de Minas Gerais, utilizando-se marcadores isoenzimáticos. Foram amostradas as populações dos Parques"
"Patrones ecológicos en poblaciones periféricas de un ave de ecosistemas subdesérticos, el camachuelo trompetero"" bucanetes githagineus""",['R Barrientos Yuste'],2009,NA,"Esta tesis se enmarca en el campo de la Biogeografía y su objetivo general es el estudio de patrones ecológicos en distintos tipos de poblaciones periféricas, usando como modelo un ave de ecosistemas subdesérticos, el camachuelo trompetero Bucanetes githagineus. Se"
Did population differences in human pelvic form evolve by drift or selection?,"['P Mitteroecker', 'NDS Grunstra']",2021,… et mémoires de la …,"Pelvic dimensions differ, on average, among modern human populations. Some recent studies have reported that population differences in pelvic form evolved mainly by neutral processes, without considerable natural selection. This is a surprising claim given the many"
"Sensitivity of quantitative traits to mutational effects, number of loci, and population history","['JG Schraiber', 'MJ Landis']",2014,bioRxiv,"When models of quantitative genetic variation are built from population genetic first principles, several assumptions are often made. One of the most important assumptions is that traits are controlled by many genes of small effect. This leads to a prediction of a"
Evolutionary genetic models of mental disorders,['H Park'],2019,Korean Journal of Biological Psychiatry,"Psychiatric disorder as dysfunctional behavioural syndrome is a paradoxical phenomenon that is difficult to explain evolutionarily because moderate prevalence rate, high heritability and relatively low fitness are shown. Several evolutionary genetic models have been"
Reconstructing cranial evolution in an extinct hominin,['KL Baab'],2021,Proceedings of the Royal Society B,Homo erectus is the first hominin species with a truly cosmopolitan distribution and resembles recent humans in its broad spatial distribution. The microevolutionary events associated with dispersal and local adaptation may have produced similar population
"Mutability of mononucleotide repeats, not oxidative stress, explains the discrepancy between laboratory-accumulated mutations and the natural allele-frequency …","['M Rajaei', 'AS Saxena', 'LM Johnson', 'MC Snyder']",2021,bioRxiv,"Important clues about natural selection can be gleaned from discrepancies between the properties of segregating genetic variants and of mutations accumulated experimentally under minimal selection, provided the mutational process is the same in the lab as in nature"
"Tempo, mode, and fitness effects of mutation in Caenorhabditis elegans over 400 generations of minimal selection","['AS Saxena', 'MP Salomon', 'C Matsuba', 'SD Yeh']",2018,bioRxiv,"The mutational process varies at many levels, from within genomes to among taxa. Many mechanisms have been linked to variation in mutation, but understanding of the evolution of the mutational process is rudimentary. Physiological condition is often implicated as a"
A new phylogenetic tree model for fuzzy characters,['A Auyeung'],2005,… Technology: Coding and Computing (ITCC'05) …,"Perfect phylogeny is one of the most popular character-based models. This model assumes the states of the characters are discrete. Although it provides a simple abstraction of characters, valuable information could be lost during the discretization of the experimental"
Estimate of divergence times for modern human populations based on craniometric variation,['T Hanihara'],2010,Trends in Physical Anthropology,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索
"Self-fertilization, genetic associations, and genetic architecture: understanding the components of mating-system evolution",['N Takebayashi'],2000,NA,"This thesis examines components of mating-system evolution at several different levels. At a high taxonomic level, I examined current phylogenetic data to determine if self-fertilization is an evolutionary dead-end. Although we lack large-scale phylogenetic data to quantitatively"
Surface layer proteins as virulence factors in Clostridiun difficile infection,['M Lynch'],2014,NA,"Clostridium difficile is a nosocomial pathogen possessing Surface Layer Proteins (SLPs), which exhibit adherent and immunostimulatory properties. Using bioinformatics tools, evidence of positive selection (PS) was detected in the SLPs of hypervirulent ribotype (RT)"
Quantitative genetic variation induced by P transposable elements in Drosophila melanogaster,['C Lai'],1990,NA,"To determine the ability of the PM hybrid dysgenesis system of Drosophila melanogaster to generate mutations affecting quantitative traits, X chromosome lines were constructed in which replicates of isogenic M and P strain X chromosomes were exposed to a dysgcnic"
Genetic drift does not sufficiently explain patterns of electric signal variation among populations of the mormyrid electric fish Paramormyrops kingsleyae,"['S Picq', 'J Sperling', 'CJ Cheng', 'BA Carlson', 'JR Gallant']",2019,bioRxiv,"The mormyrid fish species Paramormyrops kingsleyae emits an electric organ discharge (EOD) with a dual role in communication and electrolocation. Populations of P. kingsleyae have either biphasic or triphasic EODs, a feature which characterizes interspecific signal"
Distinguishing closely related modern human populations using cranial morphometrics: a view from Korea and Japan,['K Harrington'],2020,NA,One of the continuing issues in biological anthropology research on human variation is whether two closely related populations can be distinguished using skeletal methods. This dissertation uses morphological approaches to analyze 2D and 3D cranial data from Korean
Population genetics,"['K Wöhrmann', 'V Loeschcke']",1987,Progress in botany,During the last years rapid development has occurred in two fields of population genetics. New techniques in molecular biology made data available in prokaryotes and eukaryotes which could be analyzed at the population level. After about 20 years of enzyme variability
Etude des bases (épi) génétiques de l'adaptation dans une expérience de sélection divergente pour la précocité de floraison chez le maïs,['E Durand'],2011,NA,"Résumé La variation quantitative résulte de l'action combinée des gènes et de leur environnement. Pour comprendre la relation génotype-phénotype et disséquer l'architecture des caractères complexes, deux approches sont couramment employées. D'une part"
Article (Discoveries),"['AS Saxena', 'MP Salomon', 'C Matsuba', 'SD Yeh']",2018,NA,"The mutational process varies at many levels, from within genomes to among taxa. Many mechanisms have been linked to variation in mutation, but understanding of the evolution of the mutational process is rudimentary. Physiological condition is often implicated as a"
Assortative mating can help adaptation of flowering time to a changing climate: Insights from a polygenic model,"['C Godineau', 'O Ronce', 'C Devaux']",2021,Journal of Evolutionary …,"Several empirical studies report fast evolutionary changes in flowering time in response to contemporary climate change. Flowering time is a polygenic trait under assortative mating, since flowering time of mates must overlap. Here, we test whether assortative mating"
Decoupling of heterosis and inbreeding variances is evidenced in yeast's life-history and proteomic traits,"['M Petrizzelli', 'D de Vienne', 'C Dillmann']",2018,bioRxiv,"Heterosis (hybrid vigor) and inbreeding depression, commonly considered as corollary phenomena, could nevertheless be decoupled under certain assumptions according to theoretical population genetics works. In order to explore this issue on real data, we"
The Evolution of Gene Regulatory Networks,['JS Schiffman'],2018,NA,"Advances in molecular and developmental biology have lead to the understanding that many phenotypic traits are the product of many interacting genes, often in the form of gene regulatory networks. As such, much effort has been expended to understand both the"
Evolutionary dynamics of neutral phenotypes under DNA substitution models,"['S Zabad', 'AM Moses']",2020,bioRxiv,"We study the evolution of quantitative molecular traits in the absence of selection. Using a simple theory based on Felsenstein9s 1981 DNA substitution model, we predict a linear restoring force on the mean of an additive phenotype. Remarkably, the mean dynamics are"
Development and Applications of Neutral Models for Evolution of Gene Expression,['M Roßkopf'],2007,NA,"Recent studies describe that the level of gene expression between species is positively correlated with the time that has passed since the species split from a common ancestor (Ranz and Machado, 2006). Moreover, Khaitovich et al.(2004) found a linear relationship"
The rate and molecular spectrum of mutation are selectively maintained in yeast,"['H Liu', 'J Zhang']",2021,Nature Communications,"What determines the rate (μ) and molecular spectrum of mutation is a fundamental question. The prevailing hypothesis asserts that natural selection against deleterious mutations has pushed μ to the minimum achievable in the presence of genetic drift, or the drift barrier. Here"
"EVOLVABILITY, STABILIZING SELECTION","['TF HANSEN', 'D HOULE']",NA,NA,Evolutionary stasis has a paradoxical position in current evolutionary thinking. Williams (1992) argued convincingly that stasis is one of the most important unsolved problems of evolutionary biology (see also Bradshaw 1991). Stasis is arguably the predominant mode of
"Brownian motion models, multiple characters, and phylogenies",['J Felsenstein'],2016,NA,"Page 1. Brownian motion models, multiple characters, and phylogenies Bio 550D: Morphometrics in Biology Joe Felsenstein 13 October 2016 Brownian motion models, multiple characters, and phylogenies – p.1/61 Page 2. What will approximate change of quantitative"
"Molecular evolution of opsins, a gene responsible for sensing light, in scallops (Bivalvia: Pectinidae)",['AJ Porath-Krause'],2016,NA,"Genetic diversity can cause drastic effects on phenotypes and is commonly the result of a gene duplication event. Gene duplication and subsequent functional divergence of opsins, a G-protein coupled-receptor (GPCR), have played an important role in expanding"
"Variation, Covariation and Genotype-Environment Interaction in the Life-History of Natural Populations of'Tribolium castaneum'","['TA McRae', 'JSF Barker']",1989,NA,"A life-history includes"" the entire sequence of changes through which an organism passes in its development from conception to death""(Lande 1982b). Life-history traits, as major determinants of fitness, should be subject to the influence of natural selection and undergo"
"Evolution of gene expression during metamorphosis in the Drosophila melanogaster subgroup.(draft, 7 June 2002)","['SA Rifkin', 'J Kim', 'KP White']",NA,NA,
Personality and reproductive success in the Ache (Paraguay): Implications for the evolution of human individual differences,['DH Bailey'],2012,NA,"This study tested alternative evolutionary mechanisms regarding the maintenance of heritable variation in human personality by examining the relations between personality and reproductive success (RS) in two villages in a traditional natural-fertility population, the Ache"
Biol. Stud. 2013: 7 (2); 207–216,['II Dzeverin'],NA,Studia Biologica,"Current data concerning the mechanisms of the emergence of novel organs, structures and characters in evolution of vertebrates are briefly reviewed. There are various patterns of these evolutionary changes, eg the transformation in size and shape of organs and"
Novel Studies of Spontaneous Mutation: Measurements of Fitness in the Field and Gene Expression in the Lab,['AJ Roles'],2007,NA,
Little adaptive potential of a threatened passerine,"['P de Villemereuil', 'A Rutschmann', 'KD Lee', 'JG Ewen']",NA,NA,"Threatened species face numerous threats, including future challenges triggered by global change. A possible way to cope with these challenges is through adaptive evolution, which requires adaptive potential. Adaptive potential is defined as the genetic variance needed to"
Signal Divergence and Speciation in a Hispaniolan Anolis Lizard,['J Ng'],2013,NA,"My dissertation research investigates the processes underlying signal divergence and speciation in Anolis lizards. To investigate this, I study the striking geographic variation in Anolis distichus dewlaps across Hispaniola; a signal important to sexual selection and"
Detecting natural selection in trait-trait coevolution,"['D Jiang', 'J Zhang']",2021,bioRxiv,"No phenotypic trait evolves independently of all other traits, but the cause of trait-trait coevolution is poorly understood. While the coevolution could arise simply from pleiotropic mutations that simultaneously affect the traits concerned, it could also result from multivariate"
Genome-wide gene expression and the epigenetic landscape,['SA Rifkin'],2004,NA,Integrating development into evolutionary theory requires understanding how sequence variation is translated into variation in the activities of genes and in turn how this generates variation in other phenotypic characters and in fitness. New technologies have made it
Multivariate Brownian motion and quantitative genetics,['J Felsenstein'],NA,NA,
The evolution of the G-matrix: long-term characteristics of multivariate heritable variation,['B Logsdon'],2006,NA,"All populations of organisms exhibit variation in many of their complex quantitative traits. Some easily imaginable examples of these kinds of traits would be height, weight, or morphology of organisms in general. The innumerable examples of observed variation in"
Divining God's mutation rate,['CF Baer'],NA,NA,
Universality in the Evolution of Molecular Phenotypes,['T Held'],2018,NA,With massive growth of biological sequence data and evolutionary experiments the quantitative modeling of evolutionary processes is made possible. These models aim to quantify the degree of conservation and the speed of adaptation in the evolution of
Towards an adaptive and genomic understanding of an exaggerated secondary sexual trait in water striders,['W Toubiana'],2019,NA,"From the DNA molecule to the more complex phenotypes, variation is a universal process in life and living organisms. The innumerable differences that exist between species are probably one of the most manifest examples. Yet, all this diversity would never have"
Molecular Evolution,['K Urich'],1994,Comparative Animal Biochemistry,Ideas about the process and the laws of evolution are mainly based upon the comparison of characters of living organisms. Whilst classical research into evolution indirectly draws conclusions about evolutionary changes in the genotype by the observation
Q CHICAGO JOURNALS,"['RB Huey', 'TG Kingsolver']",NA,NA,
"Evolution of sex and recombination in large, finite populations",['M Hartfield'],2012,NA,"This thesis investigates how breaking apart selection interference ('Hill-Robertson'effects) that arises between linked loci can select for higher levels of recombination. Specifically, it mainly studies how the presence of both advantageous and deleterious mutation affects"
Statistical methods to infer population structure with coalescence and gene flow,['CRS Lemus'],2015,NA,"Ever since Darwin, huge efforts have been made to reconstruct the tree of life: the evolutionary history that links all living species through common ancestry. Much work has been developed to infer phylogenetic trees from genetic data, but this perspective can be"
"The ecology, genetics and evolution of two Saxifraga species with different fragmentation histories",['T Walisch'],2015,NA,"BACKGROUND Over the past century, the increasing urbanisation and the intensification of agriculture have resulted in the destruction, degradation and fragmentation of natural and semi-natural habitats threatening species around the globe. Many species have thus"
Mutation and the evolution of age-specific mortality rates: Experimental results and statistical developments,['SD Pletcher'],1998,NA,"Demographic analyses of Drosophila melanogaster allowed to accumulate spontaneous mutations for 10, 19 and 47 generations revealed:(i) significant genetic variance generated by mutation (mutational variance) for age-specific mortality rates early in life,(ii) lower"
Epistasis and robustness to new mutations in the budding yeast  Saccharomyces cerevisiae,['J Richardson'],2013,NA,"Biological systems produce phenotypes that appear to be robust to perturbation by mutations and by environmental variation. Prior studies have identified genes or gene products that, when impaired, reveal previously cryptic genetic variation. This result is"
Quantitative molecular genetics of longevity in Drosophila melanogaster,['GLG Thornsberry'],2003,NA,"Here, quantitative complementation tests were used to determine whether candidate life span genes such as Superoxide dismutase (Sod), Catalase (Cat), heat shock proteins, DNA repair enzymes, glucose metabolism or male accessory gland proteins interact genetically"
Patterns and Processes in the Dental Evolution of North American Plesiadapiforms and Euprimates from the Late Paleocene and Early Eocene,['NH Schottenstein'],2020,NA,This dissertation explores the radiation of Primates during the Paleogene. The first radiation of Primates began with the plesiadapiforms near the Cretaceous-Paleogene boundary and the second radiation marked the introduction and diversification of euprimates at the
Multivariate Phenotypic Divergence Due to the Fixation of Beneficial Mutations in Experimentally Evolved Lineages of a Filamentous Fungus,"['HD Rundle', 'SE Schoustra', 'D Punzalan', 'R Dali']",2012,NA,"The potential for evolutionary change is limited by the availability of genetic variation. Mutations are the ultimate source of new alleles, yet there have been few experimental investigations of the role of novel mutations in multivariate phenotypic evolution. Here, we"
Genetic interactions in evolutionary processes,['JL Fierst'],2010,NA,"Mutation is the origin of biological variation but how that variation is expressed and selected depends on the mapping from genetic variation to phenotypic variation, the effect on fitness, and selection. Until recently, there was little empirical knowledge about molecular"
Evolution of genome-wide gene regulation in the budding yeast cell-division cycle,['DF Simola'],2009,NA,Genome-wide regulation of gene expression involves a dynamic epigenetic structure which generates an organism's life-cycle. Although changes in gene expression during development have broad effects on many basic phenomena including cell growth
quantitative traits,"['WG Hill', 'SH Mbaga']",2012,Mutation and Evolution,"There is substantial new variation for quantitative traits generated by mutation that can be utilised by artificial selection. With long-term selection, however, response is often attenuated and a selection limit sometimes reached, even though genetic variation is"
"The evolutionary genetics of personality Lars Penke Humboldt University, Berlin and International Max Planck Research School LIFE, Berlin","['JJA Denissen', 'GF Miller']",NA,NA,"Genetic influences on personality traits are ubiquitous, but their nature is not well understood. A theoretical framework might help, and can be provided by evolutionary genetics. We assess three evolutionary genetic mechanisms that could explain genetic"
Phylogenetic divergence of cell biological,['M Lynch'],NA,NA,"Most cellular features have a range of states, but understanding the mechanisms responsible for interspecific divergence is a challenge for evolutionary cell biology. Models are developed for the distribution of mean phenotypes likely to evolve under the joint forces"
Optimum selection and OU processes,['J Felsenstein'],2016,NA,Page 1. Optimum selection and OU processes 29 November 2016. Joe Felsenstein Biology 550D Optimum selection and OU processes – p.1/15 Page 2. With selection ... life is harder There is the “Breeder's Equation” of Wright and Fisher (1920's) ∆z = h 2 S and Russ Lande's
A computer simulation evaluation of the role of mutations in finite populations on the response to directional selection: The generations required to attain maximum …,"['MD Li', 'FD Enfield']",1992,Theoretical and Applied Genetics,"The role of mutations in finite populations on response to artificial selection was investigated by a computer simulation model designed to mimic the biological model of pupal weight of Tribolium. Given the model, the results showed that with selection about 25–55 generations"
Context-dependency of mutation and the maintenance of genetic variation for life -history traits in natural populations of Daphnia pulicaria,['KK Morgan'],2001,NA,Mutation for fitness characters is integral to the long-term evolution and persistence of populations. Much debate remains concerning estimates of mutation rates and average mutational effects. The primary goal of the following chapters is to explore mutation for life
The action of evolutionary forces on metric traits,['C López-Fanjul'],2011,Advances in Animal Biosciences,"Fisher's theorem of natural selection implies that the population genetic variance of quasi-neutral traits should be mostly additive. In the case of fitness component traits, however, that variance would be characterised by a substantial contribution from non-additive loci. In"
Properties of mutations affecting life history traits in Caenorhabditis Elegans,['EK Davies'],2000,NA,"Life history assays were performed on lines of C. elegans in which spontaneous mutations had been allowed to accumulate for 60 generations (Keightley and Caballero, 1997), using a range of harsh conditions. However, no significant degree of genotype by environment"
THE DISADVANTAGE OF IGNORING ALLELIC VARIATION WITH AN EMPHASIS ON SCALLOP PHOTOSENSORY ALLELES,"['A Porath-Krause', 'JM Serb']",NA,"Molecular evolution of opsins, a gene responsible …","Allelic variation is a major contributor of genetic diversity and can cause drastic effects on phenotypes, yet these phenotypes may only represent a portion of the potential in a population. One type of allelic variation is cryptic genetic variation (CGV), is defined as"
Modules and Mosaics in the Evolution of the Tetonius–Pseudotetonius Dentition,"['NH Schottenstein', 'M Hubbe', 'J Hunter']",2019,Journal of Mammalian Evolution,"The Tetonius-Pseudotetonius (TP) transition is an often-cited example of phyletic gradualism, but rates of evolution and the roles of neutral and adaptive processes across this lineage remain unclear. Linking Tetonius and Pseudotetonius, two omomyid primates"
Asexual experimental evolution of yeast does not curtail transposable elements,"['P Chen', 'J Zhang']",2021,Molecular Biology and Evolution,"Compared with asexual reproduction, sex facilitates the transmission of transposable elements (TEs) from one genome to another, but boosts the efficacy of selection against deleterious TEs. Thus, theoretically, it is unclear whether sex has a positive net effect on TE's"
Mutation is a sufficient and robust predictor of genetic variation for mitotic spindle traits in C. elegans,"['R Farhadifar', 'JM Ponciano', 'EC Andersen']",2015,…,"31 Different types of phenotypic traits consistently exhibit different levels of genetic 32 variation in natural populations. There are two potential explanations: either mutation 33 produces genetic variation at different rates, or natural selection removes or"
Quantitative Trait Evolution with Arbitrary Mutational Models,"['JG Schraiber', 'MJ Landis']",2014,bioRxiv,"When models of quantitative genetic variation are built from population genetic first principles, several assumptions are often made. One of the most important assumptions is that traits are controlled by many genes of small effect. This leads to a prediction of a"
Quantifying the contribution of spontaneous mutation to genetic variation in Arabidopsis thaliana,['JD Hill'],2004,NA,Spontaneous mutation results from random genetic modifications that evade mechanisms promoting genomic stability and reproductive fidelity to upset the maintenance and transmission of identical genetic material. It thus continually generates variation that may
The Effect of Population History on Hominoid Intraspecific Cranial Shape Diversity: Combining Population Genetic and 3D Geometric Morphometric Data,['JM Zichello'],2014,NA,Cranial shape diversity within hominoids has been previously studied with the aim of understanding how levels of diversity in extant species compare with extinct hominin specimens. This dissertation addresses the question of why cranial shape diversity differs
Estimators for Q,['TD Weaver'],NA,NA,"Comparisons of QST to FST can provide insights into the evolutionary processes that lead to differentiation, or lack thereof, among the phenotypes of different groups (eg, populations, species), and these comparisons have been performed on a variety of taxa, including"
Excision of Atrial Myxoma,['JR Belcher'],1958,British Medical Journal,"FIG. 3 electrode (A) is placed round the lower oesophagus. The stomach is occluded at the pylorus by clamp (B), and, the cuff of the gastric tube (C) inflated. The stomach is dis-tended with air by the bulb (D) until a pressure of 15 to 20 cm. is recorded on the water manometer"
Механізми трансформації структур черепа в еволюції нічниць та споріднених груп гладконосих рукокрилих,['ІІ Дзеверін'],2011,… дисертації на здобуття наукового ступеня доктора …,АННОТАЦИЯ Дэеверин и. не Механизмы трансформации структур черепа и енолюцни ночиии н родственных групп гладкоиосыя рукокрьшыя.—Рукопись.—Диссертация на соискание ученой степени доктора биологических наук по специальности 03.00. 08
Does evolvability predict evolutionary divergence?,['A Holstad'],2020,NA,
정신장애의 진화유전학적 모델,['MD Hanson Park'],2019,Korean J Biol Psychiatry,"Psychiatric disorder as dysfunctional behavioural syndrome is a paradoxical phenomenon that is difficult to explain evolutionarily because moderate prevalence rate, high heritability and relatively low fitness are shown. Several evolutionary genetic models have been"
Évolution et Développement d'un organe sériel-la molaire: Transcriptomique comparée des bourgeons de molaire chez les rongeurs,['C Petit'],2017,NA,"Les programmes de développement font appel à l'expression coordonnée de milliers de gènes, à laquelle le RNA-seq nous donne maintenant accès. Quelles différences d'expression sous-tendent les différences de programmes de développement,(i) entre"
Генетичні основи появи нових структур в еволюції хребетних,['ІІ Дзеверін'],2013,Біологічні студії,"У статті подано стислий огляд сучасних даних щодо механізмів появи нових органів, структур та ознак в еволюції хребетних. Ці еволюційні трансформації відбуваються в різний спосіб, наприклад, через зміни розміру та форми органів і структур"
"Patrones ecológicos en poblaciones periféricas de un ave de ecosistemas subdesérticos, el camachuelo trompetero"" bucanetes githagineus""","['RB Yuste', 'AB Alcón', 'FV Hernández']",2009,NA,"Esta tesis se enmarca en el campo de la Biogeografía y su objetivo general es el estudio de patrones ecológicos en distintos tipos de poblaciones periféricas, usando como modelo un ave de ecosistemas subdesérticos, el camachuelo trompetero Bucanetes githagineus. Se"
Más allá de la Selección Natural,['C Sarmiento'],2009,Acta Biológica Colombiana,"La explicación de la evolución de los organismos a través de selección natural es el núcleo del sistema conceptual de la biología gracias a su sencillez, a su poder explicativo así como a su coherencia con una cantidad impresionante de datos. No obstante, en algunos casos"
Capítulo 25: LA MUTACIÓN ESPONTÁNEA: CAUSA DE DETERIORO Y FUENTE DE ADAPTABILIDAD DE LAS POBLACIONES,"['A García-Dorado', 'C López-Fanjul', 'A Caballero']",NA,NA,"En este capítulo se discuten los resultados experimentales disponibles acerca de los efectos de la mutación espontánea sobre la eficacia biológica y los caracteres morfológicos cuantitativos, así como algunas de sus implicaciones prácticas. Aunque existe aún"
