title,author,pub_year,venue,abstract
КОЭВОЛЮЦИЯ ДОМЕНОВ КЛЮЧЕВЫХ БЕЛКОВ АПОПТОЗА P53 И MDM2,['CС Пинтус'],2009,Информационный вестник ВОГиС,"Исследованы коэволюционные отношения между доменами белков p53 и mdm2, связанными между собой регуляторными отношениями. Найдены свидетельства коэволюции между отдельными участками взаимодействующих доменов белков. Также"
Evolução na forma e tamanho do crânio no gênero Ctenomys (Rodentia: Ctenomydae),['R Fornel'],2010,NA,"Ctenomys é um gênero de roedores subterrâneos endêmico ao sul da região Neotropical, que compreende cerca de 60 espécies conhecidas como “tuco-tucos”. Este gênero é um exemplo de evolução rápida, que tem uma alta diversidade cariotípica com número diplóide"
A complex performance landscape for suction-feeding reveals constraints and adaptations in a population of reef damselfish,"['T Keren', 'M Kiflawi', 'CH Martin', 'V China', 'O Mann']",2018,bioRxiv,"The ability to predict how multiple traits interact in determining performance is key to understanding the evolution of complex functional systems. Similar to Simpson's adaptive landscape, which describes the fitness consequences of varying morphological traits"
Ancestral inference from functional data: statistical methods and numerical examples,"['PZ Hadjipantelis', 'NS Jones', 'J Moriarty']",2012,arXiv preprint arXiv …,Many biological characteristics of evolutionary interest are not scalar variables but continuous functions. Here we use phylogenetic Gaussian process regression to model the evolution of simulated function-valued traits. Given function-valued data only from the tips of
Increased pollination specialization did not increase corolla shape constraints in Antillean plants,"['S Joly', 'F Lambert', 'H Alexandre', 'J Clavel']",2017,bioRxiv,"Flowers show important structural variation as reproductive organs but the evolutionary forces underlying this diversity are still poorly understood. In animal-pollinated species, flower shape is strongly fashioned by selection imposed by pollinators, which is expected to"
"Geometric morphometric analysis of shark teeth of the genus Rhizoprionodon: the modern, the ancient, and the hypothetical: modern tooth shape analysis and test of …",['A Garry'],2003,NA,"Shark teeth are extremely common in the fossil record, and they can potentially provide insight into the evolutionary history of sharks. However, isolated fossil teeth are difficult to assign to the correct jaw, position, and taxon without an organismal context because"
Patterns and processes in body size evolution of south american carnivores,"['JAF DINIZ-FILHO', 'CM VIEIRA']",1998,Revista Brasileira de Biologia,"Nos últimos anos, muitos modelos têm sido propostos a fim de ligar os processos microevolutivos aos padrões macroevolutivos. Dentre estes, o movimento Browniano eo processo Ornstein-Uhlenbeck (OU) têm sido utilizados, respectivamente, para modelar a"
Extrapolating acute contact bee sensitivity to insecticides based on body weight using a phylogenetically informed interspecies scaling framework,['T Pamminger'],2021,Environmental toxicology and chemistry,"Plant protection products, including insecticides, are important for global food production but can have adverse effects on nontarget organisms including bees. Historically, research investigating such effects has focused mainly on the honeybee (Apis mellifera), whereas"
Challenging the Raunkiaeran shortfall and the consequences of using imputed databases,"['L Jardim', 'LM Bini', 'JAF Diniz-Filho', 'F Villalobos']",2016,BioRxiv,"Given the prevalence of missing data on species' traits–Raunkiaeran shorfall—and its importance for theoretical and empirical investigations, several methods have been proposed to fill sparse databases. Despite its advantages, imputation of missing data can"
Bayesian structural phylogenetics,['C Challis'],2013,NA,This thesis concerns the use of protein structure to improve phylogenetic inference. There has been growing interest in phylogenetics as the number of available DNA and protein sequences continues to grow rapidly and demand from other scientific fields increases. It is
A Phylogenetic Analysis of Shape Covariance Structure in the Anthropoid Skull,"['G Garcia', 'FB de Oliveira', 'G Marroig']",2016,bioRxiv,"Phenotypic traits evolve in a coordinated manner due to developmental and functional interactions, mediated by the dynamics of natural selection; the dependence between traits arising from these three factors is captured by genetic (G) and phenotypic (P) covariance"
Statistical modeling for adaptive trait evolution in randomly evolving environment,['DC Jhwueng'],2018,arXiv preprint arXiv:1808.05878,"In past decades, Gaussian processes has been widely applied in studying trait evolution using phylogenetic comparative analysis. In particular, two members of Gaussian processes: Brownian motion and Ornstein-Uhlenbeck process, have been frequently used to describe"
Characterizing and comparing phylogenetic trait data from their normalized Laplacian spectrum,"['E Lewitus', 'L Aristide', 'H Morlon']",2020,Systematic biology,The dissection of the mode and tempo of phenotypic evolution is integral to our understanding of global biodiversity. Our ability to infer patterns of phenotypes across phylogenetic clades is essential to how we infer the macroevolutionary processes governing
Phylogenetic autocorrelation and evolutionary interpretation of the higher-taxon approach for biodiversity analyses,"['JAF Diniz-Filho', 'NM Tôrres']",2006,Brazilian Journal of Biology,"Although in most recent broad-scale analyses, diversity is measured by counting the number of species in a given area or spatial unity (species richness), atop-down'approach has been used sometimes, counting higher-taxon (genera, family) instead of species with some"
Testing for Evolutionary Correlations in Microbiology Using Phylogenetic Generalized Least Squares,['SR Miller'],2004,Environmental Microbiology,"Most of the metabolic, physiological, and ecological diversity on the planet is found within the bacterial and archaeal domains, and it is the adaptive limits of microorganisms that define the conditions that support life. Microbial ecologists interested in understanding the"
Scalable total-evidence inference from molecular and continuous characters in a Bayesian framework,"['R Zhang', 'AJ Drummond', 'FK Mendes']",2021,bioRxiv,"Time-scaled phylogenetic trees are both an ultimate goal of evolutionary biology and a necessary ingredient in comparative studies. While accumulating genomic data has moved the field closer to a full description of the tree of life, the relative timing of certain evolutionary"
Change of a continuous character caused by gene flow. An analytical approach,['K Sznajd-Weron'],1999,Physica A: Statistical Mechanics and its Applications,"Recent results [Sznajd-Weron and P ̧ ekalski, Physica A 259 (1998) 457] have shown that the competition of two forces–gene flow and natural selection (GFS)–is responsible for three basic types of population structures. Using Monte Carlo simulations a"
The Evolution of Siphonophore Tentilla as Specialized Tools for Prey Capture,"['A Damian-Serrano', 'SHD Haddock', 'CW Dunn']",2019,bioRxiv,"Predators have evolved dedicated body parts to capture and subdue prey. As different predators specialize on distinct prey taxa, their tools for prey capture diverge into a variety of adaptive forms. Studying the evolution of predation is greatly facilitated by a predator clade"
Hierarchical modeling of haplotype effects based on a phylogeny,"['ML Selle', 'I Steinsland', 'F Lindgren', 'V Brajkovic']",2020,bioRxiv,"This paper introduces a hierarchical model to estimate haplotype effects based on phylogenetic relationships between haplotypes and their association with observed phenotypes. In a population there are usually many, but not all possible, distinct haplotypes"
Early bursts of body size and shape evolution are rare in comparative data,['T Near'],2010,Evolution,"Methods We obtained dated phylogenies and body size and shape measurements for 49 clades of animals. The clades spanned a wide range of species richness and each corresponded to an easily recognizable taxon (eg, Felidae), many of which were"
The Evolution of Defensive Strategies in Cobras,['B Jones'],2017,NA,"Species use multiple defensive strategies aimed at different sensory systems depending on the level of threat, type of predator and options for escape. The core cobra clade is a group of highly venomous Elapids that share defensive characteristics, containing true cobras of"
Occurrence and function of melanin‐based grey coloration in Western Palaearctic songbirds (Aves: Passeriformes),"['A Surmacki', 'P Minias', 'K Kudelska']",2021,Ibis,"Melanin is the most common pigment in avian plumage and has various functions, including signalling individual condition, social status, aiding in camouflage and strengthening feathers. To date, most research focusing on melanin‐based colours has focused on"
Punctuated evolution shaped modern vertebrate diversity,"['MJ Landis', 'JG Schraiber']",2017,bioRxiv,"The relative importance of different modes of evolution in shaping phenotypic diversity remains a hotly debated question. Fossil data suggest that stasis may be a common mode of evolution, while modern data suggest very fast rates of evolution. One way to reconcile these"
Butterfly Biology Systems: Connections and Interactions in Life History and Behaviour,['RLH Dennis'],2020,NA,"In Butterfly Biology Systems Roger Dennis explores key topics and contentious issues in butterfly biology, specifically those in life history and behaviour. Uniquely, using a systems approach, the book focuses on the degree of integration and feedback between components"
Stochastic models in phylogenetic comparative methods: analytical properties and parameter estimation,['K Bartoszek'],2013,NA,"Phylogenetic comparative methods are well established tools for using inter–species variation to analyse phenotypic evolution and adaptation. They are generally hampered, however, by predominantly univariate approaches and failure to include uncertainty and"
Mechanisms and Genomic Patterns of Reproductive Isolation in Xiphophorus Fishes,['R Cui'],2014,NA,"Learned mate choice has a fundamental role in population dynamics and speciation. Social learning plays a ubiquitous role in shaping how individuals make decisions. Learning does not act on a blank slate, however, and responses to social experience depend on"
Phylogenetic Comparative Methods: A User's Guide for Paleontologists,"['LC Soul', 'DF Wright']",1970,NA,"Recent advances in statistical approaches called phylogenetic comparative methods (PCMs) have provided paleontologists with a powerful set of analytical tools for investigating evolutionary tempo and mode in fossil lineages. However, attempts to integrate PCMs with"
Macroecologia de carnívoros do Novo Mundo (Mammalia): envelopes de restrição e análise de padrões filogenéticos,"['NM Tôrres', 'JAF Diniz-Filho']",2004,Iheringia. Série Zoologia,"The relationship between body size and geographic range was analyzed for 70 species of terrestrial Carnivora ("" fissipeds"") of the New World, after the control of phylogenetic patterns in the data using phylogenetic eigenvector regression. The analysis from EcoSim software"
Novel statistical variance and dependency models in quantitative genetics: Enabled by recent inference methods,['ML Selle'],2020,NA,"This thesis is submitted in partial fulfillment of the requirements for the degree of philosophiae doctor (PhD) at the Norwegian University of Science and Technology (NTNU), Trondheim, Norway. The research was funded by the The Research Council of Norway, and"
Ecological variation in South American geophagine cichlids,"['JH Arbour', 'H López-Fernández']",2013,NA,Diversity and disparity are unequally distributed both phylogenetically and geographically. This uneven distribution may be owing to differences in diversification rates between clades resulting from processes such as adaptive radiation. We examined the rate and distribution
Inferring the effect of species interactions on trait evolution,"['L Xu', 'S Van Doorn', 'H Hildenbrandt']",2021,Systematic …,"Models of trait evolution form an important part of macroevolutionary biology. The Brownian motion model and Ornstein–Uhlenbeck models have become classic (null) models of character evolution, in which species evolve independently. Recently, models"
Phylogenetic Comparative Methods: A User's Guide for Paleontologists,"['L Soul', 'D Wright']",2020,NA,"Recent advances in statistical approaches called Phylogenetic Comparative Methods (PCMs) have provided paleontologists with a powerful set of analytical tools for investigating evolutionary tempo and mode in fossil lineages. However, attempts to integrate PCMs with"
"Flowers, sex, and diversity: Reproductive-ecological and macro-evolutionary aspects of floral variation in the Primrose family, Primulaceae",['JM de Vos'],2012,NA,"Es ist ein zentrales Ziel in der Evolutionsbiologie, die Muster der Vielfalt und die Prozesse, die sie erzeugen, zu verstehen. Die enorme Vielfalt der Blütenpflanzen (wahrscheinlich> 352'000 Arten) zeigt sich auch in der Vielfalt der Blumen, Blütenstände und reproduktiven"
3.3 Evolution on Adaptive Landscapes,['SJ Arnold'],NA,NA,Page 1. 3.3 Evolution on Adaptive Landscapes Stevan J. Arnold Department of Integrative Biology Oregon State University Page 2. Thesis • Models for adaptive radiation can be constructed with quantitative genetic parameters. • The use of quantitative genetic parameters allows us to
Comparative Demography and Life history Evolution of Plants,['M Franco'],2014,NA,"Explaining the origin and maintenance of biodiversity is a central goal in ecology and evolutionary biology. Some of the most important, theoretical explanations for this diversity centre on the evolution of life histories. Comparative studies on life history evolution, have"
“Department of Ecology and Evolutionary Biology and Peabody Museum of Natural,"['DAC CoLLAR', 'CW PETER']",2007,Evolution of Morphological …,"A lineage atop an adaptive peak has limited capacity to diversify morphologically and ecologically. If the ancestor of a clade possessed structures and performance capabilities that allowed access to a high quality yet functionally demanding resource, then selection will"
"EFFICIENT BAYESIAN INFERENCE OF GENERAL GAUSSIAN MODELS ON LARGE PHYLOGENETIC TREES BY PAUL BASTIDE, LAM SI TUNG HO 3, GUY …",['A SUCHARD'],2020,arXiv preprint arXiv:2003.10336,"1.1. Motivation. The evolutionary history of organisms shapes the distribution of their observed characteristics (Felsenstein, 1985). To account for correlation induced by this shared history, phylogenetic comparative methods (PCMs) have been developed for the"
Phylogenetic niche conservatism–common pitfalls and ways forward,['S Lavergne'],NA,NA,
Online Proofing System Instructions,['C Disconnected'],NA,Medical Education,Proofing System ensure you are connected to the internet. This will allow the PDF proof to connect to the central Wiley Online Proofing System server. If you are connected to the Wiley Online Proofing System server you should see a green check mark icon above in the yellow
Trends in the Evolution and Ecology of Functional Morphology in Neotropical Cichlids,['JH Arbour'],2015,NA,The uneven distribution of biological diversity has been a subject of great interest in the study of evolutionary biology. Advances in molecular phylogenetics and comparative methods have facilitated an increasing number of studies relating to the impacts of neutral
Function-valued traits in evolution,"['NS Jones', 'PZ Hadjipantelis', 'J Moriarty', 'DA Springate']",NA,NA,"Many biological characteristics of evolutionary interest are not scalar variables but continuous functions. Given a dataset of function-valued traits generated by evolution, we develop a practical, statistical approach to infer ancestral function-valued traits, and estimate"
The Evolution of Gene Regulatory Networks,['JS Schiffman'],2018,NA,"Advances in molecular and developmental biology have lead to the understanding that many phenotypic traits are the product of many interacting genes, often in the form of gene regulatory networks. As such, much effort has been expended to understand both the"
Biogeography of Australasia: A Molecular Analysis.—Michael Heads,['LR Parenti'],2015,NA,"There is a lot of work to be done before we will really be able to get at these types of questions. Once we recognize that some of the classic concepts in evolutionary biology—such as adaptive zones, adaptive radiations and key innovations—are actually hypotheses"
Asymptotics of Ornstein-Uhlenbeck tree models: Theory and computation,['LST Ho'],2014,NA,Tree models arise in evolutionary biology when sampled species are related to each other according to a phylogenetic tree. Tips of this tree represent contemporary species while internal nodes represent their ancestors. Researchers are often interested in studying the
Gradual or Pulsed Evolution: When Should Punctuational Explanations Be Preferred?,['S Savage'],NA,NA,
"DE L'UNIVERSITE PARIS-SACLAY, préparée à l'Université Paris-Sud",['S Martins'],NA,NA,
PDAP: PDTREE module of Mesquite,['T Garland Jr'],NA,NA,
A phylogenetic and metabolomic approach to identify medicinal potential in Australasian magnoliids,['SMUP Mawalagedera'],2019,NA,"This research investigated a method to predict medicinal potential of plants. The study used Australasian magnoliids, to identify chemical similarity among evolutionary related plants. Findings pointed that several related plants shared similar medicinal metabolites. Therefore"
A comparative analysis of morphological variation in stalk-eyed flies (Diopsidae),['RH Baker Jr'],1999,NA,"Flies in the family Diopsidae are characterized by the elongation of the head into long stalks with the eyes and antennae laterally displaced at the ends of these stalks. Eye-stalks are an important feature in the mating system of many diopsid species, and there is considerable"
Testing models of biological diversification: morphological evolution and cladogenesis in the neotropical furnariidae (Aves: Passeriformes),['SJ Claramunt Tammaro'],2010,NA,In this dissertation I explored the processes that generated high species diversity in a continental adaptive radiation of passerine birds: the family Furnariidae. Although there is a vast amount of information on the microevolutionary mechanisms that generate speciation
"Evolution of gene expression during metamorphosis in the Drosophila melanogaster subgroup.(draft, 7 June 2002)","['SA Rifkin', 'J Kim', 'KP White']",NA,NA,
Evolutionary Cognitive Science: Constraints and Unification,['FO de Carvalho'],2007,Proceedings of the Annual Meeting of the …,The present paper proposes an evolutionary constraint on theories of cognitive architecture. The framework proposed dispels some pessimistic assessments concerning the feasibility of such project and criticizes some current evolutionary thought in cognitive science
A Wide Brownian Land: Drought Adaptation and Niche Diversification in an Australian Conifer,['MJ Cosgrove'],2017,NA,"Plants cover most of earth's landmasses. Their ability to adapt to changing climates through evolutionary time has formed the distinctive biomes we see today. In plants, maintaining water supply from the roots to the leaves is critical because leaves are the sites of"
Feb. 6 & 8. BIOGEOGRAPHY,"['WL Wagner', 'V Funk']",NA,NA,
Hierarchical modelling of haplotype effects on a phylogeny,"['ML Selle', 'I Steinsland', 'F Lindgren', 'V Brajkovic']",2020,Frontiers in …,"We introduce a hierarchical model to estimate haplotype effects based on phylogenetic relationships between haplotypes and their association with observed phenotypes. In a population there are many, but not all possible, distinct haplotypes and few observations per"
Genome-wide gene expression and the epigenetic landscape,['SA Rifkin'],2004,NA,Integrating development into evolutionary theory requires understanding how sequence variation is translated into variation in the activities of genes and in turn how this generates variation in other phenotypic characters and in fitness. New technologies have made it
CHAPTER H: A FAST METHOD FOR INFERRING ANCESTRAL EXPRESSION STATES AFTER GENE DUPLICATIONS,"['Z Zhang', 'X Gu']",2004,Statistical analysis of gene expression profiles,"Function divergence after gene duplication has been considered to be an important mechanism for the evolution of new functions. Although gene expression profiles have been treated as an important indicator of gene function, large scale gene expression analysis has"
"Phylogenetic Analysis in Macroecology (v. 09, beta version)","['TF Rangel', 'JAF Diniz Filho', 'R Field']",NA,NA,
Evolution of morphological and functional diversity in centrarchid fishes,['DC Collar'],2007,NA,"What factors are responsible for the differential diversification of form across evolutionary lineages? While some taxa display a spectacular variety of shapes and sizes, others show surprising conservation of form. This dissertation research examines the mechanisms that"
"Metabolic scaling has diversified among species, despite an evolutionary constraint within species","['JE Beaman', 'D Ortiz-Barrientos', 'K Monro', 'MD Hall']",2020,bioRxiv,"Metabolic rate scales disproportionally with body mass, such that the energetic cost of living is relatively lower in larger organisms. Theory emphasises the importance of fixed physical constraints on metabolic scaling, yet empirical data are lacking with which to assess how"
Body shape transformations by alternate anatomical adaptive peak shifts in blenniiform fishes,"['DC Collar', 'ECC DiPaolo', 'SL Mai', 'RS Mehta']",2021,Evolution,"Extreme body elongation has occurred repeatedly in the evolutionary history of ray‐finned fishes. Lengthening of the anterior‐posterior body axis relative to depth and width can involve changes in the cranial skeleton and vertebral column, but to what extent is"
Developments for the Next Generation of Evolutionary Paleobiology,['C Parins-Fukuchi'],2019,NA,"During the modern synthesis, researchers merged insights from natural history, evolutionary genetics, and paleontology to develop a cohesive theoretical foundation for evolutionary theory. Since then, the rapid emergence of genomic resources has revolutionized our"
"Gene tree analyses as a means of investigating gene family evolution, species phylogenies, and hybridization in the plant subtribe Iochrominae",['DJ Gates'],2016,NA,Molecular sequence data is a powerful source of information for understanding evolutionary processes. While the reconstruction of historical relationships with molecular sequence data is generally considered within the purview of reconstructing species phylogenetic
"Supplementary Information for “Modeling gene expression evolution with EvoGeneX uncovers differences in evolution of species, organs and sexes”","['S Pal', 'B Oliver', 'TM Przytycka']",NA,NA,We obtained the phylogenetic tree for 12 Drosophila species (Z.-X. Chen et al. 2014) in Newick format via personal communication. The tree was trimmed to 9 Drosophila species of our interest using drop. tip function of ape R package. The trimmed Newick file used in our
A Cautionary Note on Phylogenetic Signal Estimation from Imputed Databases,"['L Jardim', 'LM Bini', 'JAF Diniz-Filho', 'F Villalobos']",2021,Evolutionary Biology,"Given the prevalence of missing data on species' traits–the Raunkiaeran shortfall-, several methods have been proposed to fill sparse databases. However, analyses based on these imputed databases can introduce several biases. Here, we evaluated potential estimation"
Exploring adaptive landscapes across deep time: A case study using echinoid body size,['N Mongiardino Koch'],2021,Evolution,"Adaptive landscapes are a common way of conceptualizing the phenotypic evolution of lineages across deep time. Although multiple approaches exist to implement this concept into operational models of trait evolution, inferring adaptive landscapes from comparative"
Micro-and macroevolutionary aspects of body size diversification and thermal adaptation in insects,['J Waller'],2017,NA,General rights Unless other specific re-use rights are stated the following general rights  apply: Copyright and moral rights for the publications made accessible in the public portal are  retained by the authors and/or other copyright owners and it is a condition of accessing publications
Character displacement drives trait divergence in a continental fauna,"['SAS Anderson', 'JT Weir']",2021,Proceedings of the National …,"Coexisting (sympatric) pairs of closely related species are often characterized by exaggerated trait differences. This widespread pattern is consistent with adaptation for reduced similarity due to costly interactions (ie,“character displacement”)—a classic"
A Phylogenetic Independent Contrast Method under the Ornstein-Uhlenbeck Model and its Applications in Correlated Evolution,"['C Liang', 'Y Deng']",2021,bioRxiv,Phylogenetic comparative methods are essential in studying the evolution of traits across a phylogeny. Felsenstein9s phylogenetic independent contrast (PIC) method and the generalized least squares (GLS) regression were often utilized to study whether
PHYLOGENETIC EIGENVECTOR REGRESSION IN PALEOBIOLOGY,['AM Ribeiro'],2004,Revista Brasileira de Paleontologia,"A fundamental goal of many paleontological research programs is to produce phylogenies of  extinct taxa, which show how fossil species are related to each other and to living taxa. Phylogenies  are not merely an end in themselves, and in recent years there has been an increasing interest"
Extrapolating acute bee sensitivity to insecticides using a phylogenetically informed interspecies scaling framework,['T Pamminger'],2020,bioRxiv,"Plant protection products, including insecticides, are important for global food production. Historically, research of the adverse effects of insecticides on bees has focused on the honeybee (Apis mellifera), while non-Apis bee species remained understudied"
Plant volatiles mediate evolutionary interactions between plants and tephritid flies and are evolutionarily more labile than non‐volatile defenses,"['H Wang', 'W Zhou', 'Z Li', 'KJ Niklas']",2021,Journal of Animal …,"Studies show that plant defenses influence the host‐use of herbivores and tend to be evolutionarily more labile than herbivore traits (eg feeding preferences). However, all previous studies have focused exclusively on non‐volatile plant defenses thereby"
Computational Challenges for Integrative Genomics,"['J Kim', 'P Magwene']",2004,Genomics & Informatics,"Integrated genomics refers to the use of large-scale, systematically collected data from various sources to address biological and biomedical problems. A critical ingredient to a successful research program in integrated genomics is the establishment of an effective"
Early bursts of body size and shape evolution are rare in comparative data,['LO Torres Carvajal'],2010,NA,"George Gaylord Simpson famously postulated that much of life's diversity originated as adaptive radiations—more or less simulta-neous divergences of numerous lines from a single ancestral adaptive type. However, identifying adaptive radiations has proven difficult"
Phonotactics in historical linguistics: Quantitative interrogation of a novel data source,['J Macklin-Cordes'],2021,NA,"Historical linguistics has been uncovering historical patterns of shared linguistic descent with considerable success for nearly two centuries. In recent decades, historical linguistics has been augmented with quantitative phylogenetic methods, increasing the scope and"
Modeling of the evolution of legume-rhizobia symbiosis towards improved functional integrity of partners and ecological efficiency of their interactions,"['NI Vorobiev', 'NA Provorov']",2011,Russian Journal of Genetics: Applied …,"Modeling of coevolution of nodular bacteria and legume plants allowed us to propose a mathematical criterion (index) of functional integrity of symbiosis (FIS), which is based on analysis of genotype frequency covariation matrices with fluctuating system parameters. We"
"Pianka, ER 2001. The role of phylogenetics in evolutionary ecology. Pp. 1-20 in Herpetologia Candiana. P. Lymberakis, E. Valakos, P. Pafilis, and M. Mylonas …",['E Pianka'],NA,NA,"Systematics has undergone a number of tumultuous upheavals during the past several decades. Before mid-century, organisms were classified subjectively by experts who were allowed to weight characters and character states as they saw fit. Classifications were not"
Differing limb functions and their potential influence upon the diversification of the mustelid hindlimb skeleton,['BM Kilbourne'],2021,Biological Journal of the Linnean Society,"Though form-function relationships of the mammalian locomotor system have been investigated for over a century, recent models of trait evolution have hitherto been seldom used to identify likely evolutionary processes underlying the locomotor system's"
Supplementary Information: Punctuated evolution shaped modern vertebrate diversity,"['MJ Landis', 'JG Schraiber']",2017,NA,"The interpretation of the jump measure is that the probability of jumps of a size in the range  (x, x + dx) in the short time dt is ν(dx)dt. Note that the jump measure is not necessarily a probability  measure, ie there are valid jump measures such that  1.2 The Levy-Khinchine representation"
A unifying comparative phylogenetic framework including,"['M Manceau', 'A Lambert', 'H Morlon']",NA,NA,"Models of phenotypic evolution fit to phylogenetic comparative data are widely used 13 to make inferences regarding the tempo and mode of trait evolution. A wide range of models is 14 already available for this type of analysis, and the field is still under active development"
Predictors of contraction and expansion of area of occupancy,"['PC Herrando-Pérez', 'R Early', 'CH Sekercioglu']",2014,NA,"Geographical range dynamics are driven by the joint effects of abiotic factors, human ecosystem modifications, biotic interactions and the intrinsic organismal responses to these. However, the relative contribution of each component remains largely unknown. Here, we"
""" Section of Evolution and Ecology, University of California, Davis, CA 95616, USA* E-mail: dccollarQucdavis edu"" E-mail: pcwainwrightQucdavis edu","['DAC CoLLAR', 'PC WAINwRior']",2007,Evolution of Morphological …,"Morphological diversity is routinely used to infer ecological variation among species because differences in form underlie variation in functional performance of ecological tasks like capturing prey, avoiding predators, or defending territories. However, many functions"
Physiological stress as a mechanism underlying the effects of forest logging on tropical birds,['S Messina'],NA,NA,"Land-use changes are one main cause of biodiversity loss. Selective logging is the most common technique of timber extraction applied to tropical forests, driving species loss and population abundance changes. One main question to understand species' responses to"
Multiple sequence analysis in the presence of alignment uncertainty,['JL Herman'],2014,NA,"Sequence alignment is one of the most intensely studied problems in bioinformatics, and is an important step in a wide range of analyses. An issue that has gained much attention in recent years is the fact that downstream analyses are often highly sensitive to the specific"
Ornstein Uhlenbeck-Jump Models of Evolution,['LM Turley'],2020,NA,"In this thesis we explore models of continuous trait evolution which allow for sudden changes in trait values. Starting with the Ornstein Uhlenbeck process, we introduce two new models based on combinations of the Ornstein Uhlenbeck process and a jump process"
Modeling pulsed evolution and time-independent variation improves the confidence level of ancestral and hidden state predictions in continuous traits,"['Y Gao', 'M Wu']",2021,bioRxiv,Ancestral state reconstruction is a fundamental tool for studying trait evolution. It is also very useful for predicting the unknown trait values (hidden states) of extant species. A well-known problem in ancestral and hidden state predictions is that the uncertainty associated with
Rapid report Leaf reflectance spectra capture the evolutionary history of seed plants,"['JE Meireles', 'J Cavender-Bares', 'PA Townsend', 'S Ustin']",2020,NA,"Page 1. University of Nebraska - Lincoln DigitalCommons@University of Nebraska - Lincoln Papers in Natural Resources Natural Resources, School of 2020 Leaf reflectance spectra capture the evolutionary history of seed plants Jose Eduardo Meireles University of"
"Modeling gene expression evolution with EvoGeneX uncovers differences in evolution of species, organs and sexes","['S Pal', 'B Oliver', 'TM Przytycka']",2021,bioRxiv,"While DNA sequence evolution has been well studied, the expression of genes is also subject to evolution, yet the evolution of gene expression is currently not well understood. Recently, new tissue/organ-specific gene expression datasets spanning several organisms"
Elaborate visual and acoustic signals evolve independently in,"['NA Mason', 'AJ Shultz', 'KJ Burns']",2014,NA,"The concept of a macroevolutionary trade-off among sexual signals has a storied history in evolutionary biology. Theory predicts that if multiple sexual signals are costly for males to produce or maintain and females prefer a single, sexually selected trait, then an inverse"
"Tooth size apportionment, Bayesian inference, and the phylogeny of Homo naledi","['JD Irish', 'M Grabowski']",2020,bioRxiv,"This study has three main objectives, two methodological and one summative, namely, further characterization of Homo naledi (~ 335 to 236 ka) to more firmly establish its evolutionary history. Using mathematically corrected mesiodistal and buccolingual crown"
ADAPTIVE ZONES AND THE PINNIPED ANKLE,['PD POLLY'],NA,NA,The form-function complex comprised of calcaneum and astragalus was studied in twelve extant carnivorans using a new morphometric technique for analysis of three-dimensional surfaces. The study sample included eleven fissipeds representing the phylogenetic and
Inter-species regression analysis,"['B Pallmann', 'AD Barbour', 'DJ Hosken']",2004,arXiv preprint q-bio …,"When conducting inter-species regression analyses, the phylogenetic relationships between the individual species need to be taken into account. In this paper, a procedure for conducting such analyses is proposed, which only requires the use of a measure of"
John Campbell McNamara & Samuel,['C Faria'],2012,J Comp Physiol B,Decapod crustaceans exhibit a wide range of osmoregulatory patterns and capabilities from marine osmoconformers to brackish and freshwater hyperregulators to terrestrial hyporegulators. The principal gill salt transport mechanisms proposed to underlie the ability
Metamorphosis imposes variable constraints on genome expansion,"['RL Mueller', 'CE Cressler', 'RS Schwarz', 'RA Chong']",2021,bioRxiv,"Genome size varies~ 100,000-fold across eukaryotes. Genome size is heavily shaped by transposable element accumulation, the dynamics of which are increasingly well understood. However, given that traits like cell size and rate of development co-vary strongly"
Statistical Phylogenetics: Comparative methods,['IC Ane'],NA,NA,• Prerequisites. This course will be accessible to graduate students both in statistics and in the biological sciences. Statistics students should have completed (or be taking concurrently) Statistics 610 or a more advanced course. Biology students should have
Interspecific variation in bristle number on forewings of tiny insects does not influence clap-and-fling aerodynamics,"['VT Kasoju', 'DS Moen', 'MP Ford', 'TT Ngo']",2021,Journal of …,Miniature insects must overcome significant viscous resistance in order to fly. They typically possess wings with long bristles on the fringes and use clap-and-fling mechanism to augment lift. These unique solutions to the extreme conditions of flight at tiny sizes (< 2 mm
Regime shifts in ecology and evolution,['C Boettiger'],2012,NA,"The most pressing issues of our time are all characterized by sudden regime shifts: the collapse of marine fisheries or stock-markets, the overthrow of governments, shifts in global climate. Regime shifts, or sudden transitions in dynamical behavior of a system, underly"
An improved tree-based statistical method for genome-wide association study,['DC Jhwueng'],2018,NA,"In genetic studies, quantitative traits are found possibly associated with genetic data. Due to advanced sequencing technology, many methods have been proposed in genome wide association study (GWAS) to search the single nucleotide polymorphism (SNP) associated"
Phylogenetic Inference for Biogeographic and Quantitative Trait Evolution,['M Landis'],2015,NA,"A fundamental goal of evolutionary biology is to characterize the processes by which species traits evolve, and how those processes gave rise to the patterns of variation observed between species. Since interspecific variation often arises over millions of years"
Macroevolutionary history predicts flowering time but not phenological sensitivity to temperature in grasses,"['BM Neto‐Bradley', 'J Whitton', 'LPJ Lipsen']",2021,American Journal of …,"Premise Long‐term observations show that flowering phenology has shifted in many lineages in response to climate change. However, it remains unclear whether these results can be generalized to predict the presence, direction, or magnitude of responses in lineages"
