title,author,pub_year,counts
Selection on reproductive characters: floral morphology in Asclepias syriaca,"['MT Morgan', 'DJ Schoen']",1997.0,1
Social support: a genetic-epidemiologic analysis,['KS Kendler'],1997.0,1
Stabilizing selection and the comparative analysis of adaptation,['TF Hansen'],1997.0,1
Stress and metabolic regulation in Drosophila,['AG Clark'],1997.0,1
THE RATE AND EFFECTS DISTRIBUTION OF VIABILITY MUTATION IN DROSOPHILA: MINIMUM DISTANCE ESTIMATION,['A García‐Dorado'],1997.0,1
The evolution of metapopulations,"['NH Barton', 'MC Whitlock']",1997.0,1
The lack of mutational variance for fluctuating and directional asymmetry in Drosophila melanogaster,"['JL Monedero', 'D Chavarrias']",1997.0,1
Using genotype-by-environment interaction for crop cultivar development,['MS Kang'],1997.0,1
copyright in this thesis. Neither the,['W Street'],1997.0,1
A comparison of isozyme and quantitative genetic variation in Pinus contorta ssp. latifolia by FST,"['RC Yang', 'FC Yeh', 'AD Yanchuk']",1996.0,1
Adaptive Inertia Caused by Hidden Pleiotropic E ects,"['M Baatz', 'GP Wagner']",1996.0,1
B2. 7.2 NK Fitness Landscapes,['L Altenberg'],1996.0,1
Comparative population structure across loci in conifers,['RG Latta'],1996.0,1
Density‐dependent selection on continuous characters: A quantitative genetic model,['Y Tanaka'],1996.0,1
Development of neutral and nearly neutral theories,"['T Ohta', 'JH Gillespie']",1996.0,1
Developmental buffering and selection,['C Vogl'],1996.0,1
Effects of single P-element insertions on bristle number and viability in Drosophila melanogaster,"['RF Lyman', 'F Lawrence', 'SV Nuzhdin', 'TFC Mackay']",1996.0,1
Effects of the shape of distribution of mutant effect in nearly neutral mutation models,['H Tachida'],1996.0,1
Environment and genetic variability,['M Jeung'],1996.0,1
Evolution and the consequences of species introductions and deletions,['PA Abrams'],1996.0,1
Evolution of amphimixis and recombination under fluctuating selection in one and many traits,"['AS Kondrashov', 'LY Yampolsky']",1996.0,1
Faunal stability during the early Oligocene climatic crash,"['DR Prothero', 'TH Heaton']",1996.0,1
Genes and adaptation: a pocket guide to the theory,['M Kirkpatrick'],1996.0,1
Good genes and direct selection in the evolution of mating preferences,['M Kirkpatrick'],1996.0,1
"Heritability of wing length in nature for the milkweed bug, Oncopeltus fasciatus","['FR Groeters', 'H Dingle']",1996.0,1
How do flowers diverge?,"['P Wilson', 'JD Thomson']",1996.0,1
Inbreeding and incompatibility in Trichogramma nr. brassicae: evidence and implications for quality control,"['M Sorati', 'M Newman']",1996.0,1
Measures of phenotypic selection are biased by partial inbreeding,['JH Willis'],1996.0,1
Natural selection and random genetic drift as causes of evolution on islands,['NH Barton'],1996.0,1
Positive association between copia transposition rate and copy number in Drosophila melanogaster,"['SV Nuzhdin', 'EG Pasyukova']",1996.0,1
Quantitative genetics and population dynamics,['M Doebeli'],1996.0,1
Recombination induced hypergraphs: A new approach to mutation‐recombination isomorphism,"['P Gitchoff', 'GP Wagner']",1996.0,1
Recombination load associated with selection for increased recombination,"['B Charlesworth', 'NH Barton']",1996.0,1
Social selection and the evolution of animal signals,['Y Tanaka'],1996.0,1
THE CONTRIBUTION OF NEW MUTATIONS TO GENOTYPE‐ENVIRONMENT INTERACTION FOR FITNESS IN DROSOPHILA MELANOGASTER,"['JD Fry', 'SL Heinsohn', 'TFC Mackay']",1996.0,1
The argument from design,['GV Lauder'],1996.0,1
The empirical study of adaptation in natural populations,"['D Reznick', 'J Travis']",1996.0,1
The genetic variance maintained by pleiotropic mutation,['Y Tanaka'],1996.0,1
The nature of quantittative genetic variation revisited: Lessons from Drosophila bristles,['TFC Mackay'],1996.0,1
The role of genetic variation in adaptation and population persistence in a changing environment,"['R Lande', 'S Shannon']",1996.0,1
A Quantitative Genetic Perspective on the Conservation of Intraspecifi c Diversity,['JBJ Hano'],1995.0,1
Accumulation of mutations affecting body weight in inbred mouse lines,"['A Caballero', 'PD Keightley', 'WG Hill']",1995.0,1
Age‐related morphological differentiation among populations of Dactylorhiza traunsteineri (Orchidaceae) in eastern Sweden,['E Andersson'],1995.0,1
Breeding plans for small populations based on the dynamics of quantitative genetic variance,['R Lande'],1995.0,1
CHARACTERIZATION OF INVASIVE CONYZA SPECIES (ASTERACEAE) IN EUROPE: QUANTITATIVE TRAIT AND ISOZYME ANALYSIS,"['C Thébaud', 'RJ Abbott']",1995.0,1
Comparative paleoecology of Paleogene and Neogene mammalian faunas: body-size structure,"['ME Morgan', 'C Badgley', 'GF Gunnell']",1995.0,1
Convergent domestication of cereal crops by independent mutations at corresponding genetic loci,"['AH Paterson', 'YR Lin', 'Z Li', 'KF Schertz']",1995.0,1
Dental variation and biological affinity among Middle Holocene human populations in North America,['JF Powell'],1995.0,1
Déjà vu all over again.,"['M Kirkpatrick', 'N Barton']",1995.0,1
"Evolutionary algorithms, fitness landscapes and search",['T Jones'],1995.0,1
"Frugivore‐mediated selection on fruit and seed size: birds and St. Lucie's cherry, Prunus mahaleb",['P Jordano'],1995.0,1
GENETIC CONSTRAINTS ON MACROEVOLUTION: THE EVOLUTION OF HOST AFFILIATION IN THE LEAF BEETLE GENUS OPHRAELLA,"['DJ Futuyma', 'MC Keese', 'DJ Funk']",1995.0,1
High resolution mapping of genetic factors affecting abdominal bristle number in Drosophila melanogaster.,"['AD Long', 'SL Mullaney', 'LA Reid', 'JD Fry']",1995.0,1
Intersexual selection in the Mediterranean fruit fly: does female choice enhance fitness?,"['TS Whittier', 'KY Kaneshiro']",1995.0,1
Mutation and conservation,['R Lande'],1995.0,1
On Ohta's hypothesis: most amino acid substitutions are deleterious,['JH Gillespie'],1995.0,1
"Phylogenies and comparative data, a microevolutionary perspective",['EP Martins'],1995.0,1
Polygenic mutation in Drosophila melanogaster: the causal relationship of bristle number to fitness.,"['SV Nuzhdin', 'JD Fry', 'TF Mackay']",1995.0,1
Refuge evolution and the population dynamics of coupled host—parasitoid associations,"['ME Hochberg', 'RD Holt']",1995.0,1
Regional approaches to the investigation of past human biocultural structure,"['LW Konigsberg', 'JE Buikstra']",1995.0,1
Response to selection from new mutation and effective size of partially inbred populations. II. Experiments with Drosophila melanogaster,"['M Merchante', 'A Caballero', 'C López-Fanjul']",1995.0,1
Selection for pollination success and the mechanical fit of Impatiens flowers around bumblebee bodies,['P Wilson'],1995.0,1
Specialists and generalists in changing environments. I. Fitness landscapes of thermal sensitivity,['GW Gilchrist'],1995.0,1
Speciation: founder events and their effects on X-linked and autosomal genes,"['MC Whitlock', 'MJ Wade']",1995.0,1
Stability by mutation in evolutionary games,"['IM Bomze', 'R Burger']",1995.0,1
The evolution of mutualism and other forms of harmony at various levels of biological organization,"['EG Leigh Jr', 'TE Rowell']",1995.0,1
The evolution of polygenic sex determination with potential for environmental manipulation,"['MJ Hatcher', 'C Tofts']",1995.0,1
When does evolution by natural selection prevent extinction?,"['R Gomulkiewicz', 'RD Holt']",1995.0,1
Alternatives to the neutral theory,['JH Gillespie'],1994.0,1
COMPARATIVE EVOLUTIONARY ANALYSIS OF METABOLISM IN NINE DROSOPHILA SPECIES,"['AG Clark', 'L Wang']",1994.0,1
"Craniometric variation, genetic theory, and modern human origins","['DJH Relethford', 'HC Harpending']",1994.0,1
Dynamics of genetic variability in two-locus models of stabilizing selection.,"['S Gavrilets', 'A Hastings']",1994.0,1
Effect of artificial selection on male colour patterns on mating preference of female guppies,['AE Houde'],1994.0,1
"Evolution, developmental instability and the theory of acquisition",['JA Kieser'],1994.0,1
Further observations on the evolution of additive genetic variation with mutation,['CC Cockerham'],1994.0,1
"Genetic and statistical analyses of strong selection on polygenic traits: what, me normal?","['M Turelli', 'NH Barton']",1994.0,1
Maintenance of multilocus variability under strong stabilizing selection,"['S Gavrilets', 'A Hastings']",1994.0,1
Map dynamics of autocatalytic networks and the replicator equations,"['PE Phillipson', 'P Schuster']",1994.0,1
Molecular Evolution,['K Urich'],1994.0,1
Mutation-selection balance and the evolution of senescence,['AG Clark'],1994.0,1
Optimal sampling strategies for core collections of plant genetic resources,"['AHD Brown', 'DJ Schoen']",1994.0,1
Runaway evolution to self‐extinction under asymmetrical competition,"['H Matsuda', 'PA Abrams']",1994.0,1
Segregation variance after hybridization of isolated populations,"['M Slatkin', 'R Lande']",1994.0,1
Sexual selection and the barn swallow,['AP Møller'],1994.0,1
Speciation by reinforcement of premating isolation,"['LW Liou', 'TD Price']",1994.0,1
The structure and confirmation of evolutionary theory,['EA Lloyd'],1994.0,1
Timid consumers: self-extinction due to adaptive change in foraging and anti-predator effort,"['H Matsuda', 'PA Abrams']",1994.0,1
A coevolutionary predator-prey model with quantitative characters,['I Saloniemi'],1993.0,1
Adaptation and the 'shifting balance',"['NH Barton', 'S Rouhani']",1993.0,1
Adaptation to single resources and the evolution of crossbill (Loxia) diversity,['CW Benkman'],1993.0,1
"An application of the neutral model to the evolution of tail length in the genus Euplectes (Aves, Ploceidae)",['UM Savalli'],1993.0,1
"Behavioral ecology of the Mediterranean fruit fly: Leks, courtship, nuptial gifts, and average offspring",['TS Whittier'],1993.0,1
Biparental inbreeding depression in the self‐incompatible annual plant Gaillardia pulchella (Asteraceae),['JS Heywood'],1993.0,1
Classification of hypotheses on the advantage of amphimixis,['AS Kondrashov'],1993.0,1
Design of feeding systems in aquatic vertebrates: major patterns and their evolutionary interpretations,"['GV Lauder', 'HB Shaffer']",1993.0,1
Directional selection and the evolution of sex and recombination,['B Charlesworth'],1993.0,1
Effects of ecological history on evolution in a novel environment: Adaptation of an insect pest to a resistant crop,['DJ Hawthorne'],1993.0,1
Estudio de caracteres cuantitativos en poblaciones de  Drosophila pseudosuboscura sometidas a expansiones y colapsos poblacionales periódicos,['AH Martínez'],1993.0,1
Estudio de caracteres cuantitativos en poblaciones de Drosophila pseudosuboscura sometidas a expansiones y colapsos poblacionales periódicos,['A Hernández Martínez'],1993.0,1
Evolution of life histories: theory and analysis,['D Roff'],1993.0,1
Evolution via strategy dynamics,"['TL Vincent', 'Y Cohen', 'JS Brown']",1993.0,1
Evolutionarily unstable fitness maxima and stable fitness minima of continuous traits,"['PA Abrams', 'H Matsuda', 'Y Harada']",1993.0,1
Evolutionary mechanisms of senescence,['B Charlesworth'],1993.0,1
Gene interaction affects the additive genetic variance in subdivided populations with migration and extinction,"['MC Whitlock', 'PC Phillips', 'MJ Wade']",1993.0,1
"Genetic, behavioral and social effects on fitness components in marmosets and tamarins (family: Callitrichidae)",['CE Jaquish'],1993.0,1
Homogeneity of the genetic variance‐covariance matrix for antipredator traits in two natural populations of the garter snake Thamnophis ordinoides,['ED Brodie III'],1993.0,1
Introductory comments on major papers by Professor Motoo Kimura,['N Takahata'],1993.0,1
Laboratory and natural heritabilities of male courtship song characters in Drosophila montana and D. littoralis,"['J Aspi', 'A Hoikkala']",1993.0,1
Maintenance of genetic variability under strong stabilizing selection: a two-locus model.,"['S Gavrilets', 'A Hastings']",1993.0,1
Mapping and characterization of P-element-induced mutations at quantitative trait loci in Drosophila melanogaster,"['C Lai', 'TFC Mackay']",1993.0,1
Molecular analysis of a gene affecting a quantitative trait in Drosophila melanogaster,['P Zur Lage'],1993.0,1
Molecular methods for insect phylogenetics,['RH Crozier'],1993.0,1
On the relationship between quantitative genetic and ESS models,"['PA Abrams', 'Y Harada', 'H Matsuda']",1993.0,1
Overdispersed molecular evolution in constant environments,['Y Iwasa'],1993.0,1
Peak shifts and polymorphism during phase three of Wright's shifting‐balance process,['PC Phillips'],1993.0,1
"Pleiotropic models of polygenic variation, stabilizing selection, and epistasis.","['S Gavrilets', 'G De Jong']",1993.0,1
Population Genetics of Quantitative Characters,['P Narain'],1993.0,1
Quantitative genetics of scale counts in the garter snake Thamnophis sirtalis,"['MR Dohm', 'T Garland Jr']",1993.0,1
Spontaneous mutation for a quantitative trait in Drosophila melanogaster. I. Response to artificial selection,"['MA López', 'C López-Fanjul']",1993.0,1
Spontaneous mutation for a quantitative trait in Drosophila melanogaster. II. Distribution of mutant effects on the trait and fitness,"['MA López', 'C López-Fanjul']",1993.0,1
"The genetic basis of photoperiodism and its evolutionary divergence among populations of the pitcher-plant mosquito, Wyeomyia smithii","['JJ Hard', 'WE Bradshaw']",1993.0,1
Within season variation in the intensity of sexual selection on body size in the bug Margus obscurator (Hemiptera Coreidae),"['DK McLain', 'LB Burnette', 'DA Deeds']",1993.0,1
A computer simulation evaluation of the role of mutations in finite populations on the response to directional selection: The generations required to attain maximum …,"['MD Li', 'FD Enfield']",1992.0,1
A quantitative genetic analysis of reproductive allocation in the cotton stainer bug Dysdercus fasciatus,['FK Kasule'],1992.0,1
CORRELATIONAL SELECTION FOR COLOR PATTERN AND ANTIPREDATOR BEHAVIOR IN THE GARTER SNAKE THAMNOPHIS ORDINOIDES,['ED Brodie III'],1992.0,1
Comparing evolvability and variability of quantitative traits.,['D Houle'],1992.0,1
Conservation genetics: techniques and fundamentals,"['PW Hedrick', 'PS Miller']",1992.0,1
Correcting the bias of Wright's estimates of the number of genes affecting a quantitative character: a further improved method.,['ZB Zeng'],1992.0,1
"Deleterious mutations, apparent stabilizing selection and the maintenance of quantitative variation.","['AS Kondrashov', 'M Turelli']",1992.0,1
"GENETIC CORRELATIONS AMONG MORPHOMETRIC TRAITS AND RATES OF GROWTH AND DIFFERENTIATION IN THE GREEN TREE FROG, HYLA CINEREA",['MS Blouin'],1992.0,1
Genetic and morphometric divergence in ancestral European and descendent New Zealand populations of chaffinches (Fringilla coelebs),['AJ Baker'],1992.0,1
Large deviation results for a class of Markov chains with application to an infinite alleles model of population genetics,['GJ Morrow'],1992.0,1
Models of character displacement and the theoretical robustness of taxon cycles,"['ML Taper', 'TJ Case']",1992.0,1
On models of quantitative genetic variability: a stabilizing selection-balance model.,"['LA Zhivotovsky', 'MW Feldman']",1992.0,1
Population biology and its application to practical problems,"['LW Botsford', 'SK Jain']",1992.0,1
Population density and the intensity of sexual selection on body length in spatially or temporally restricted natural populations of a seed bug,['DK McLain'],1992.0,1
Quantitative genetics and the evolution of reaction norms,"['R Gomulkiewicz', 'M Kirkpatrick']",1992.0,1
RA Fisher and evolutionary theory,['S Karlin'],1992.0,1
SELECTIVE PREDATION FOR VERTEBRAL PHENOTYPE IN GASTEROSTEUS ACULEATUS: REVERSAL IN THE DIRECTION OF SELECTION AT DIFFERENT …,['DP Swain'],1992.0,1
Second-order approximations for selection coefficients at polygenic loci,['A Hastings'],1992.0,1
Sex-linked heritability of a sexually selected character in a natural population of Poecilia reticulata (Pisces: Poeciliidae)(guppies),['AE Houde'],1992.0,1
The distribution of spontaneous mutations on quantitative traits and fitness in Drosophila melanogaster.,"['E Santiago', 'J Albornoz', 'A Dominguez', 'MA Toro']",1992.0,1
The evolution of traits influencing male and female fertility in outcrossing plants,['MT Morgan'],1992.0,1
The maintenance of single-locus polymorphism. IV. Models with mutation from existing alleles.,"['HG Spencer', 'RW Marks']",1992.0,1
The nearly neutral theory of molecular evolution,['T Ohta'],1992.0,1
The problem of pattern and scale in ecology: the Robert H. MacArthur award lecture,['SA Levin'],1992.0,1
"To introduce our ideas, consider a class of R""-valued Markov chains (,)",['GJ MORRO'],1992.0,1
"University, University Park, PA 16802, USA and f210 Park Building, University of Utah, Salt Lake City, UT 84112, USA","['AG CLARK', 'RK KOEHN']",1992.0,1
A method for detecting effect of beneficial mutations in natural populations of Drosophila melanogaster,"['A Koga', 'S Kusakabe', 'F Tajima', 'T Takano']",1991.0,1
A study on a nearly neutral mutation model in finite populations.,['H Tachida'],1991.0,1
Adaptive walks on behavioural landscapes and the evolution of optimal behaviour by natural selection,['M Mangel'],1991.0,1
Constancy of population parameters for life history and floral traits in Raphanus sativus LI Norms of reaction and the nature of genotype by environment interactions,"['SJ Mazer', 'CT Schick']",1991.0,1
Extinction due to evolution of a competitor,"['P Mitchell', 'W Arthur']",1991.0,1
Frequency-dependent selection and adaptive surfaces for floral character combinations: the pollination of Polemonium viscosum,"['JE Cresswell', 'C Galen']",1991.0,1
Full characterization of a strange attractor: chaotic dynamics in low-dimensional replicator systems,"['W Schnabl', 'PF Stadler', 'C Forst', 'P Schuster']",1991.0,1
Genetic covariance of fitness correlates: what genetic correlations are made of and why it matters,['D Houle'],1991.0,1
Genetic structure of cultivated rice (Oryza sativa L.)--isozymes and morphology.,['Z Li'],1991.0,1
Genetic variance and fixation probabilities at quantitative trait loci in mutation-selection balance,['PD Keightley'],1991.0,1
Germline selection: population genetic aspects of the sexual/asexual life cycle.,['IM Hastings'],1991.0,1
Heritability of size: a positive correlate of multiple fitness components in the southern green stink bug (Hemiptera: Pentatomidae),['DK McLain'],1991.0,1
Isolation by distance in a quantitative trait.,['R Lande'],1991.0,1
"Life-history evolution in the pitcher-plant mosquito, Wyeomyia smithii",['JJ Hard'],1991.0,1
Mating propensity and courtship behavior in serially bottlenecked lines of the housefly,"['LM Meffert', 'EH Bryant']",1991.0,1
Mechanistic models for the seed shadows of wind-dispersed plants,['M Andersen'],1991.0,1
Methods for the analysis of comparative data in evolutionary biology,['M Lynch'],1991.0,1
Novelty in evolution: restructuring the concept,"['GB Mailer', 'GP Wagner']",1991.0,1
Novelty in evolution: restructuring the concept,"['GB Muller', 'GP Wagner']",1991.0,1
Quantitative genetics of fitness traits in a wild population of Phlox,"['KE Schwaegerle', 'DA Levin']",1991.0,1
Quantitative variation in adult size and fecundity of the cotton stainer bug Dysdercus fasciatus,['FK Kasule'],1991.0,1
SEXUAL SELECTION IN THE MONOGAMOUS BARN SWALLOW (HIRUNDO RUSTICA). I. DETERMINANTS OF TAIL ORNAMENT SIZE,['AP Møller'],1991.0,1
The comparison of quantitative genetic parameters between populations,['RG Shaw'],1991.0,1
The evolution of costly mate preferences II. The “handicap” principle,"['Y Iwasa', 'A Pomiankowski', 'S Nee']",1991.0,1
The genetics of phenotypic plasticity. II. Response to selection,"['SM Scheiner', 'RF Lyman']",1991.0,1
The response to artificial selection from new mutations in Drosophila melanogaster.,"['A Caballero', 'MA Toro', 'C Lopez-Fanjul']",1991.0,1
Variance of neutral genetic variances within and between populations for a quantitative character.,"['ZB Zeng', 'CC Cockerham']",1991.0,1
Why the evolution of resistance to anthropogenic toxins normally involves major gene changes: the limits to natural selection,['MR Macnair'],1991.0,1
长期选择的反应,['杨子恒'],1991.0,1
Alan Robertson (1920-1989),['TFC Mackay'],1990.0,1
Effects of population structure on within-group variation in the Jirels of Nepal,"['S WILLIAMS-BLANGERO', 'J Blangero']",1990.0,1
Effects of spontaneous and induced mutations on selection response,"['E Grundl', 'L Dempfle']",1990.0,1
Evolution of the cave and surface populations of the amphipod Gammarus minus,['RT Jones'],1990.0,1
Genetic and morphometric differentiation in introduced populations of common chaffinches (Fringilla coelebs) in New Zealand,"['AJ Baker', 'MK Peck', 'MA Goldsmith']",1990.0,1
Increased selection response in larger populations. I. Selection for wing-tip height in Drosophila melanogaster at three population sizes.,['KE Weber'],1990.0,1
Insensitivity of the analysis of variance to heredity-environment interaction,['D Wahlsten'],1990.0,1
MEASURING SELECTION ON REACTION NORMS: AN EXPLORATION OF THE EUROSTA‐SOLIDAGO SYSTEM,"['AE Weis', 'WL Gorman']",1990.0,1
"Male copulatory success: heritability and relationship to mate fecundity in the southern green stinkbug, Nezara viridula (Hemiptera: Pentatomidae)","['DK McLain', 'NB Marsh']",1990.0,1
"Mutation, selection and quantitative genetic variation.",['WG Hill'],1990.0,1
Mutation-selection balance and the evolutionary advantage of sex and recombination,['B Charlesworth'],1990.0,1
"Optimization models, quantitative genetics, and mutation",['B Charlesworth'],1990.0,1
P-Elements and Quantitative Variation in Drosophila,"['C Moran', 'A Torkamanzehi']",1990.0,1
Patterns of evolutionary tempo and mode in the radiation of Melanopsis (Gastropoda; Melanopsidae),['DH Geary'],1990.0,1
Pleiotropic models of quantitative variation.,['NH Barton'],1990.0,1
Second-order approximations for selection coefficients at polygenic loci,['A Hastings'],1990.0,1
The causes of natural selection,"['MJ Wade', 'S Kalisz']",1990.0,1
The distribution of allelic effects under mutation and selection,"['SA Frank', 'M Slatkin']",1990.0,1
The quantitative genetic consequences of pleiotropy under stabilizing and directional selection.,"['M Slatkin', 'SA Frank']",1990.0,1
The rate of morphological evolution in mammals from the standpoint of the neutral expectation,['M Lynch'],1990.0,1
The work and energetic cost of locomotion. I. The effects of limb mass distribution in quadrupeds,['K Steudel'],1990.0,1
Theoretical study of near neutrality. I. Heterozygosity and rate of mutant substitution.,"['T Ohta', 'H Tachida']",1990.0,1
"Trophallaxis and genetic variance of kin recognition in honey bees, Apis mellifera L.","['RFA Moritz', 'E Hillesheim']",1990.0,1
Variation maintained in quantitative traits with mutation–selection balance: pleiotropic side-effects on fitness traits,"['PD Keightley', 'WG Hill']",1990.0,1
"A model of population growth, dispersal and evolution in a changing environment","['CM Pease', 'R Lande', 'JJ Bull']",1989.0,1
Assessing the Multivariate Evolutionary Responses of Phenological Differentiation for Sibling Species: Biosystematics in the Macrosteles fascifrons Complex …,"['JT Sorensen', 'SM Sawyer']",1989.0,1
COMITE DE REDACCION,"['R ALENDA', 'MR ALVARIÑO']",1989.0,1
Chromosomal influences on life-history variation along an altitudinal transect in Drosophila robusta,['WJ Etges'],1989.0,1
Colony level and within colony level selection in honeybees,['RFA Moritz'],1989.0,1
"Composite traits, selection response, and evolution",['B Riska'],1989.0,1
Deterministic multilocus population genetics: An overview,['A Hastings'],1989.0,1
Directional selection in lines founded from different parts of the phenotypic distribution of sternopleural chaetae number in Drosophila melanogaster,"['DOF Skibinski', 'NAK Shereif']",1989.0,1
Does runaway sexual selection work in finite populations?,"['RA Nichols', 'RK Butlin']",1989.0,1
Evolution and animal breeding. Reviews on molecular and quantitative approaches in honour of Alan Robertson.,"['WG Hill', 'TFC Mackay']",1989.0,1
Evolutionary Stability for Interactions among Kin under Quantitative Inheritance.,['AB Harper'],1989.0,1
Genotype-environment interactions and the maintenance of polygenic variation.,"['JH Gillespie', 'M Turelli']",1989.0,1
Linkage disequilibrium and genetic variances under mutation-selection balance.,['A Hastings'],1989.0,1
Multivariate mutation-selection balance with constrained pleiotropic effects.,['GP Wagner'],1989.0,1
Patterns of fruit production in a neotropical orchid: pollinator vs. resource limitation,"['JK Zimmerman', 'TM Aide']",1989.0,1
"Quantitative genetics of size, shape, life‐history, and fruit characteristics of the seed‐heteromorphic composite Heterosperma pinnatum. I. Variation within and among …","['DL Venable', 'BM Alberto']",1989.0,1
Quantitative traits and temporally variable selection: two-locus models,"['R Lorenzi', 'LA Zonta', 'SD Jayakar']",1989.0,1
Repeatability: its role in evolutionary studies of mating behavior,['CRB Boake'],1989.0,1
Sexual selection by the handicap mechanism,['JS Heywood'],1989.0,1
The maintenance of genetic variability in two-locus models of stabilizing selection.,['T Nagylaki'],1989.0,1
The study of geographic variation,['RM Zink'],1989.0,1
"Variation, Covariation and Genotype-Environment Interaction in the Life-History of Natural Populations of'Tribolium castaneum'","['TA McRae', 'JSF Barker']",1989.0,1
"A diploid"" sexy son"" model","['JW Curtsinger', 'IL Heisler']",1988.0,1
ANALYSIS OF THE GENETIC STRUCTURE OF LIFE HISTORY OF DROSOPHILA MELANOGASTER USING RECOMBINANT EXTRACTED LINES,"['DM Hughes', 'AG Clark']",1988.0,1
Design and analysis of experiments on random drift and inbreeding depression.,['M Lynch'],1988.0,1
Disequilibrium in two-locus mutation-selection balance models.,['A Hastings'],1988.0,1
Female choice and the heritability of attractive male traits: an empirical study,['AV Hedrick'],1988.0,1
"Frequency-dependent selection, metrical characters and molecular evolution","['BC Clarke', 'PR Shelton']",1988.0,1
Genetic variation in heterogeneous environments,['P Pamilo'],1988.0,1
Heritable variation in fitness as a prerequisite for adaptive female choice: the effect of mutation-selection balance,['WR Rice'],1988.0,1
How similar are genetic correlation structures? Data from mice and rats,"['LAP Kohn', 'WR Atchley']",1988.0,1
INTERACTION BETWEEN MOI£ CUIAR AND QUANTITATIVE GENETICS,"['WG Hill', 'PD Keightley']",1988.0,1
Identification of superior animals and their use in improvement programmes,"['L Dempfle', 'E Grundl']",1988.0,1
P-element-induced mutation and quantitative variation in Drosophila melanogaster: lack of enhanced response to selection in lines derived from dysgenic crosses.,"['A Torkamanzehi', 'C Moran', 'FW Nicholas']",1988.0,1
Population genetics and evolution,['G de Jong'],1988.0,1
Punctuated equilibrium prevails,"['N Eldredge', 'SJ Gould']",1988.0,1
QUANTITATIVE GENETICS OF MORPHOLOGICAL DIFFERENTIATION IN PEROMYSCUS. II. ANALYSIS OF SELECTION AND DRIFT,['D Lofsvold'],1988.0,1
Quantitative genetic models for parthenogenetic species,['W Gabriel'],1988.0,1
Quantitative genetics and selection in natural populations: microevolution of vertebral numbers in the garter snake Thamnophis elegans,['SJ Arnold'],1988.0,1
The contribution of population and community biology to conservation science,['D Simberloff'],1988.0,1
The evolution of ESS theory,"['TL Vincent', 'JS Brown']",1988.0,1
Allozymic correlates of dominance rank in sparrows,"['RM Zink', 'DJ Watt']",1987.0,1
Consequences of stabilising selection for polygenic variation,['K Mather'],1987.0,1
Costs and benefits of plant resistance to herbivory,"['EL Simms', 'MD Rausher']",1987.0,1
"Effective population size, genetic variation, and their use in population","['R Lande', 'G Barrowclough']",1987.0,1
Evolution and maintenance of quantitative genetic variation by mutations,"['CC Cockerham', 'H Tachida']",1987.0,1
Evolution of genetic variability in a spatially heterogeneous environment: effects of genotype–environment interaction,"['S Via', 'R Lande']",1987.0,1
Evolution of intrafamilial interactions,['M Lynch'],1987.0,1
Genetic constraints on the evolution of phenotypic plasticity,['S Via'],1987.0,1
Genetic variability and phenotypic plasticity in pupal colour and its adaptive significance in the swallowtail butterfly Papilio polyxenes,"['W Hazel', 'R Brandt', 'T Grantham']",1987.0,1
Genotypic distribution at the limits to natural and artificial selection with mutation,['ZB Zeng'],1987.0,1
"Loss of genetic diversity from managed populations: interacting effects of drift, mutation, immigration, selection, and population subdivision",['RC Lacy'],1987.0,1
Molecular clock rates at loci under stabilizing selection,['P Foley'],1987.0,1
Monotonic change of the mean phenotype in two-locus models,['A Hastings'],1987.0,1
Natural selection and the heritability of fitness components,"['TA Mousseau', 'DA Roff']",1987.0,1
Population dynamics and evolutionary processes: the manifold roles of habitat selection,['RD Holt'],1987.0,1
Population genetics history: a personal view,['JF Crow'],1987.0,1
"Proc. 2nd Int. Workshop on Leafhoppers and Planthoppers of Economic Importance, held Provo, Utah USA, 28th July-1st Aug. 1986. Eds. MR. Wilson & …",['JT Sorensen'],1987.0,1
Quantitative genetics and fitness: lessons from Drosophila,"['DA Roff', 'TA Mousseau']",1987.0,1
Selection in natural populations of birds,['PT Boag'],1987.0,1
Substitution rates under stabilizing selection,['A Hastings'],1987.0,1
The probability of peak shifts in a founder population,"['S Rouhani', 'NH Barton']",1987.0,1
The relative rates of evolution of sex chromosomes and autosomes,"['B Charlesworth', 'JA Coyne']",1987.0,1
Three approaches to trade-offs in life-history evolution,"['MR Rose', 'EW Hutchinson']",1987.0,1
Constraints for the evolution of functionally coupled characters: a nonlinear analysis of a phenotypic model,['R Bürger'],1986.0,1
Extrapolating quantitative genetic theory to evolutionary problems,"['M Slatkin', 'M Kirkpatrick']",1986.0,1
"Fitness and the risk of illness and “spectrum disorder” in offspring, parents, and siblings",['KS Kendler'],1986.0,1
"Heritability estimates for characters under sexual selection in the grasshopper, Chorthippus brunneus","['RK Butlin', 'GM Hewitt']",1986.0,1
Invasion and coexistence of two phenotypically variable species,['BG Milligan'],1986.0,1
Models of long-term artificial selection in finite population with recurrent mutation,"['WG Hill', 'J Rasbash']",1986.0,1
Population consequences of mutagenesis and antimutagenesis,['JF Crow'],1986.0,1
Punctuated evolution induced by ecological change,['BG Milligan'],1986.0,1
Quantitative genetics in natural plant populations: a review of the theory,"['T Mitchell-Olds', 'JJ Rutledge']",1986.0,1
Sexual selection and cycling parasites: a simulation study of Hamilton's hypothesis,['M Kirkpatrick'],1986.0,1
