title,author,pub_year,counts
"Genetic variation in structured populations space, time and the Red Queen",['KA Lythgoe'],1999.0,1
Genetic variation maintained in multilocus models of additive quantitative traits under stabilizing selection,"['R Bürger', 'A Gimelfarb']",1999.0,1
Geographic Patterns in the Evolution of Resistance and Virulence in Drosophila and Its Parasitoids,"['AR Kraaijeveld', 'HCJ Godfray']",1999.0,1
Heritability of body mass varies with age and season in wild bighorn sheep,"['D Réale', 'M Festa‐Bianchet', 'JT Jorgenson']",1999.0,1
High-resolution mapping of quantitative trait loci for sternopleural bristle number in Drosophila melanogaster,"['MC Gurganus', 'SV Nuzhdin', 'JW Leips', 'TFC Mackay']",1999.0,1
MORPHOLOGICAL DIFFERENTIATION AMONG MADREAN SKY ISLAND POPULATIONS OF CASTILLE JA AUSTROMONTANA (SCROPHULARIACEAE),"['S Slentz', 'AE Boyd', 'LA McDade']",1999.0,1
Mate choice based on static versus dynamic secondary sexual traits in the dark-eyed junco,"['JA Hill', 'DA Enstrom', 'ED Ketterson', 'V Nolan Jr']",1999.0,1
Model of population evolution with and without eugenics,"['S Cebrat', 'A Pȩkalski']",1999.0,1
Morphometric correlation patterns of adult birds (Fringillidae: Passeriformes and Columbiformes) mirror the expression of developmental control genes,['HL Nemeschkal'],1999.0,1
Mouse models for the analysis of myopia: an analysis of variation in eye size of adult mice.,"['G Zhou', 'RW Williams']",1999.0,1
Mutational contributions to genetic variance‐covariance matrices: An experimental approach using induced mutations in Arabidopsis thaliana,"['MD Camara', 'M Pigliucci']",1999.0,1
Nonrandom pairing by male barn owls (Tyto alba) with respect to a female plumage trait,['A Roulin'],1999.0,1
On the maintenance of polygenic variance in a migrating population,"['L da Silva', 'C Tsallis']",1999.0,1
On the possibility of constructive neutral evolution,['A Stoltzfus'],1999.0,1
Phenotypic and genetic architecture of juvenile morphometry in Chinook salmon,"['JJ Hard', 'GA Winans', 'JC Richardson']",1999.0,1
Phylogeographical autocorrelation of phenotypic evolution in honey bees (Apis mellifera L.),"['JAF Diniz-Filho', 'S Fuchs', 'MC Arias']",1999.0,1
Plenary address: Conserving adaptive variation in forest ecosystems,['SN Aitken'],1999.0,1
Polymorphism in systematics and comparative biology,['JJ Wiens'],1999.0,1
Possible ecological risks of transgenic organism release when transgenes affect mating success: sexual selection and the Trojan gene hypothesis,"['WM Muir', 'RD Howard']",1999.0,1
Quantitative genetics of floral traits in a gynodioecious wild strawberry Fragaria virginiana: implications for the independent evolution of female and …,['TL Ashman'],1999.0,1
Quantitative trait loci for early-and late-developing skull characters in mice: a test of the genetic independence model of morphological integration,"['LJ Leamy', 'EJ Routman']",1999.0,1
Response to selection in partially self‐fertilizing populations. I. Selection on a single trait,['JK Kelly'],1999.0,1
Selection on flowering time: an adaptive fitness surface for nonexistent character combinations,"[""P O'Neil""]",1999.0,1
Sex and adaptation in a changing environment,"['D Waxman', 'JR Peck']",1999.0,1
Sexes of a monomorphic species differ in preference for mates with a novel trait,"['K Witte', 'E Curio']",1999.0,1
Sexual dimorphism and allometry in the giant water strider Gigantometra gigas,"['M Tseng', 'L Rowe']",1999.0,1
Sexual dimorphism and biotic interactions,"['J Ågren', 'K Danell', 'T Elmqvist', 'L Ericson']",1999.0,1
Sexual dimorphism in flowers and inflorescences,['VM Eckhart'],1999.0,1
Sexual dimorphism in physiology and morphology,"['TE Dawson', 'MA Geber']",1999.0,1
Sexual selection and extinction: the fate of plumage-dimorphic and plumage-monomorphic birds introduced onto islands,"['DK McLain', 'MP Moulton']",1999.0,1
Social organization and genetic structure in a baboon hybrid zone,['T Woolley-Barker'],1999.0,1
Species diversity in spatial and temporal dimensions of fruit-feeding butterflies from two Ecuadorian rainforests,"['PJ DeVRIES', 'TR WALLA']",1999.0,1
Statistics of sexual size dimorphism,['RJ Smith'],1999.0,1
Testosterone-induced male traits in female ruffs (Philomachus pugnax): autosomal inheritance and gender differentiation,"['DB Lank', 'M Coupe']",1999.0,1
The adaptive dynamics of consumer choice,['PA Abrams'],1999.0,1
"The approach to mutation–selection balance in an infinite asexual population, and the evolution of mutation rates",['T Johnson'],1999.0,1
The evolution of age-specific mortality rates in Drosophila melanogaster: genetic divergence among unselected lines,"['SD Pletcher', 'D Houle', 'JW Curtsinger']",1999.0,1
The evolution of bill coloration and plumage dimorphism supports the transference hypothesis in dabbling ducks,['KP Johnson'],1999.0,1
The evolution of mating systems in black scavenger flies (Diptera: Sepsidae),['KS Schulz'],1999.0,1
The genetic analysis of age-dependent traits: modeling the character process,"['SD Pletcher', 'CJ Geyer']",1999.0,1
The influence of phenotypic modifications on evolution: the Baldwin effect and modern perspectives,"['BW Robinson', 'R Dukas']",1999.0,1
The quantitative genetics of sexual dimorphism,['TR Meagher'],1999.0,1
The role of maternal and paternal effects in the evolution of parental quality by sexual selection,"['JB Wolf', 'ED Brodie', 'AJ Moore']",1999.0,1
The study of intersexual selection using quantitative genetics,['TCM Bakker'],1999.0,1
Theories of the evolution of sexual dimorphism,['MA Geber'],1999.0,1
Understanding intrapopulation variation in the mating behavior of a field cricket,['SM Bertram'],1999.0,1
Unpredictable selection in a structured population leads to local genetic differentiation in evolved reaction norms,['G De Jong'],1999.0,1
Using phylogenies to test macroevolutionary hypotheses of trait evolution in cranes (Gruinae),"['AØ Mooers', 'SM Vamosi']",1999.0,1
Variation in thermal sensitivity of performance among colour morphs of a pygmy grasshopper,['A Forsman'],1999.0,1
A general multilocus two-allele model for epistatic selection,"['LA Zhivotovsky', 'KV Pylkov']",1998.0,1
A pleiotropic model of phenotypic evolution,['Y Tanaka'],1998.0,1
A review of sexual selection and human evolution: How mate choice shaped human nature,['GF Miller'],1998.0,1
"Absolute versus relative measurements of sexual selection: assessing the contributions of ultrasonic signal characters to mate attraction in lesser wax moths, Achroia …","['Y Jang', 'MD Greenfield']",1998.0,1
An eigenvector method for estimating phylogenetic inertia,"['JAF Diniz‐Filho', ""CER de Sant'Ana"", 'LM Bini']",1998.0,1
Are alpine bank voles larger and more sexually dimorphic because adults survive better?,"['NG Yoccoz', 'S Mesnager']",1998.0,1
Behavioural and morphological correlates of variation in the extent of postjuvenile moult in the Siskin Carduelis spinus,"['JC Senar', 'JL Copete', 'AJ Martin']",1998.0,1
Candidate quantitative trait loci and naturally occurring phenotypic variation for bristle number in Drosophila melanogaster: the Delta-Hairless gene region,"['RF Lyman', 'TFC Mackay']",1998.0,1
Coevolution of elaborated male display traits in the spotted bowerbird: an experimental test of the threat reduction hypothesis,"['G BORGIA', 'DC PRESGRAVES']",1998.0,1
"Colonization and microevolution in formative Oaxaca, Mexico",['AF Christensen'],1998.0,1
"Comparative perspectives on bimaturism, ontogeny, and dimorphism in lemurid primates","['SR Leigh', 'CJ Terranova']",1998.0,1
Comparative vertebrate reproduction,['J Lombardi'],1998.0,1
Competition among body parts in the development and evolution of insect morphology,"['HF Nijhout', 'DJ Emlen']",1998.0,1
Complexity matters,['G Wagner'],1998.0,1
"Correlated response, competition, and female canine size in primates",['JM Plavcan'],1998.0,1
Courtship and mate choice in fishes: integrating behavioral and sensory ecology,"['RC Sargent', 'VN Rush', 'BD Wisenden']",1998.0,1
Differences between evolution of mean form and evolution of new morphotypes: an example from Late Cretaceous planktonic foraminifera,"['M Kucera', 'BA Malmgren']",1998.0,1
Differentiation of allelic frequencies at quantitative trait loci affecting locally adaptive traits,['RG Latta'],1998.0,1
Distribution of fitness effects caused by random insertion mutations in Escherichia coli,"['SF Elena', 'L Ekunwe', 'N Hajela', 'SA Oden', 'RE Lenski']",1998.0,1
Does a trade-off exist between sexual ornamentation and ecological plasticity? Sexual dichromatism and occupied elevational range in finches,"['AV Badyaev', 'CK Ghalambor']",1998.0,1
EMS-induced polygenic mutation rates for nine quantitative characters in Drosophila melanogaster,"['PD Keightley', 'O Ohnishi']",1998.0,1
Effective size and polymorphism of linked neutral loci in populations under directional selection,"['E Santiago', 'A Caballero']",1998.0,1
"Effects of size at metamorphosis on stonefly fecundity, longevity, and reproductive success","['BW Taylor', 'CR Anderson', 'BL Peckarsky']",1998.0,1
Estimating ancestral states of a communicative display: a comparative study ofCyclurarock iguanas,"['EP Martins', 'J Lamont']",1998.0,1
Evolution under stabilizing selection through gene flow,"['K Sznajd-Weron', 'A Pȩkalski']",1998.0,1
Fixing mismatches,"['M Shannon', 'M Weigert']",1998.0,1
Genetic and phenotypic correlations in plants: a botanical test of Cheverud's conjecture,"['DE Waitt', 'DA Levin']",1998.0,1
"Genetic conflicts, multiple paternity and the evolution of genomic imprinting","['HG Spencer', 'MW Feldman', 'AG Clark']",1998.0,1
Genotype-environment interaction at quantitative trait loci affecting sensory bristle number in Drosophila melanogaster,"['MC Gurganus', 'JD Fry', 'SV Nuzhdin', 'EG Pasyukova']",1998.0,1
Heterospecific mating preferences for a feather ornament in least auklets,"['IL Jones', 'FM Hunter']",1998.0,1
How mate choice shaped human nature: A review of sexual selection and human evolution,['GF Miller'],1998.0,1
Linkage and the maintenance of variation for quantitative traits by mutation–selection balance: an infinitesimal model,['E Santiago'],1998.0,1
"Male secondary sexual characteristics, sexual selection, and molecular divergence in fanged ranid frogs of Southeast Asia","['SB EMERSON', 'RYK Ward']",1998.0,1
Minimum distance estimation of mutational parameters for quantitative traits,"['A Garcia-Dorado', 'JM Marin']",1998.0,1
Modeling the genetic architecture of modern populations,"['ST Sherry', 'MA Batzer']",1998.0,1
"Odontometric microevolution in the Valley of Oaxaca, Mexico",['AF Christensen'],1998.0,1
Padrões e processos na evolução do tamanho do corpo em carnívoros (Mammalia) da América do Sul,"['JAF DINIZ-FILHO', 'CM Vieira']",1998.0,1
Patterns and processes in body size evolution of south american carnivores,"['JAF DINIZ-FILHO', 'CM VIEIRA']",1998.0,1
Phylogenetic analyses of primate size evolution: the consequences of sexual selection,"['P Lindenfors', 'BS Tullberg']",1998.0,1
Pleiotropy and the preservation of perfection,"['D Waxman', 'JR Peck']",1998.0,1
Plumage brightness as an indicator of parental care in northern cardinals,"['SU Linville', 'R BREITWISCH', 'AMYJ SCHILLING']",1998.0,1
Properties of maximum likelihood male fertility estimation in plant populations,['MT Morgan'],1998.0,1
"QUANTITATIVE GENETICS OF SEXUAL SIZE DIMORPHISM IN THE COLLARED FLYCATCHER, FICEDULA ALBICOLLIS","['J Merilä', 'BC Sheldon', 'H Ellegren']",1998.0,1
Quantitative genetics of the dung fly Sepsis cynipsea: Cheverud's conjecture revisited,"['T Reusch', 'WU Blanckenhorn']",1998.0,1
"Reproductive energetics of Pacific salmon: strategies, tactics, and trade-offs",['AP Hendry'],1998.0,1
Sex-specific selection on time to remate inDrosophila melanogaster,"['CM Sgrò', 'T Chapman', 'L Partridge']",1998.0,1
Spontaneous mutation for life-history traits in Drosophila melanogaster,"['C Martorell', 'MA Toro', 'C Gallego']",1998.0,1
Stabilizing selection and variance in fig wasp sex ratios,"['SA West', 'EA Herre']",1998.0,1
"Système génétique, polymorphisme neutre et sélectionné: implications en biologie de la conservation","['B Godelle', 'F Austerlitz', 'S Brachet', 'B Colas']",1998.0,1
The adaptive surface in ecology,"['KK Fear', 'T Price']",1998.0,1
The importance of behavioural studies in conservation biology,['WJ Sutherland'],1998.0,1
A bootstrap comparison of genetic covariance matrices,"['CJ Goodnight', 'JM Schwartz']",1997.0,1
A general theory of evolution,['L Witting'],1997.0,1
Antagonistic natural selection revealed by molecular sex identification of nestling collared flycatchers,"['J Merilä', 'BC Sheldon', 'H Ellegren']",1997.0,1
Biodiversity through sexual selection,"['PM Todd', 'GF Miller']",1997.0,1
Character displacement in Australian dasyurid carnivores: size relationships and prey size patterns,['M Jones'],1997.0,1
Consequences of gene flow in spatially structured populations,['KA Lythgoe'],1997.0,1
Covariation of sexual dichromatism and plumage colours in lekking and non-lekking birds: a comparative analysis,['R Bleiweiss'],1997.0,1
"Craniometric variation in the Eurasian badger, Meles meles","['JM Lynch', 'R Whelan', 'AII Fituri', 'TJ Hayden']",1997.0,1
DO FLORAL PIGMENTATION GENES ALSO INFLUENCE RESISTANCE TO ENEMIES? THE W LOCUS IN IPOMOEA PURPUREA,"['WL Fineblum', 'MD Rausher']",1997.0,1
Developmental phenotypic plasticity: where ecology and evolution meet molecular biology,"['HS Callahan', 'M Pigliucci', 'CD Schlichting']",1997.0,1
"Dispersal, heterogeneity and resistance: challenging soil quality assessment",['G Bengtsson'],1997.0,1
Ecological morphology of lacustrine threespine stickleback Gasterosteus aculeatus L. (Gasterosteidae) body shape,['JA Walker'],1997.0,1
Effects of Environment on Phenotypic Variation and Sexual Dimorphism in Dipodomys simulans (Rodentia: Heteromyidae),"['RM Sullivan', 'TL Best']",1997.0,1
Evaluation of the rate of evolution in natural populations of guppies (Poecilia reticulata),"['DN Reznick', 'FH Shaw', 'FH Rodd', 'RG Shaw']",1997.0,1
Evolution of a species' range,"['M Kirkpatrick', 'NH Barton']",1997.0,1
Evolution of plant resistance to multiple herbivores: quantifying diffuse coevolution,"['K Iwao', 'MD Rausher']",1997.0,1
"Evolution of shape in Oligocene and Miocene Notocarinovalva (Ostracoda, Crustacea): A multivariate statistical study",['RA Reyment'],1997.0,1
Evolution of thermal sensitivity of parasitization capacity in egg parasitoids,"['Y Carrière', 'G Boivin']",1997.0,1
Evolutionary predictability in natural populations: Do mating system and nonadditive genetic variance interact to affect heritabilities in Plantago lanceolata?,"['SJ Tonsor', 'CJ Goodnight']",1997.0,1
Evolutionary responses of foraging-related traits in unstable predator–prey systems,['PA Abrams'],1997.0,1
Evolutionary stability under the replicator and the gradient dynamics,"['P Taylor', 'T Day']",1997.0,1
Evolving landscapes for population games,"['D Friedman', 'J Yellin']",1997.0,1
Expression of genetic variation in body size of the collared flycatcher under different environmental conditions,['J Merilä'],1997.0,1
"Extreme sexual size dimorphism, sexual selection, and the foraging ecology of Montezuma Oropendolas",['MS Webster'],1997.0,1
Fitness minimization and dynamic instability as a consequence of predator–prey coevolution,"['PA Abrams', 'H Matsuda']",1997.0,1
Functional morphology of the hind legs as weapons for male contests in Leptoglossus australis (Heteroptera: Coreidae),['T Miyatake'],1997.0,1
"Generalists, specialists, and the evolution of phenotypic plasticity in sympatric populations of distinct species",['PH Van Tienderen'],1997.0,1
Genetic constraints on phenotypic evolution in Nigella (Ranunculaceae),['S Andersson'],1997.0,1
Genetic models of adaptation and gene flow in peripheral populations,"['G García‐Ramos', 'M Kirkpatrick']",1997.0,1
Genomic mutation rates for lifetime reproductive output and lifespan in Caenorhabditis elegans,"['PD Keightley', 'A Caballero']",1997.0,1
Hereditarian scientific fallacies,['RC Bailey'],1997.0,1
Heritability of head size in the common gull Larus canus in relation to environmental conditions during offspring growth,"['K Larsson', 'K Rattiste', 'V Lilleleht']",1997.0,1
Identifying units of selection: conceptual and methodological issues,['MD Laubichler'],1997.0,1
Inferring evolutionary processes from phylogenies,['M Pagel'],1997.0,1
Interacting phenotypes and the evolutionary process: I. Direct and indirect genetic effects of social interactions,"['AJ Moore', 'ED Brodie III', 'JB Wolf']",1997.0,1
Interpreting hominid behavior on the basis of sexual dimorphism,"['JM Plavcan', 'CP Van Schaik']",1997.0,1
Interspecific allometries are by-products of body size optimization,"['J Koziowski', 'J Weiner']",1997.0,1
Intrasexual competition and body weight dimorphism in anthropoid primates,"['JM Plavcan', 'CP Van Schaik']",1997.0,1
Is the expression of male traits in female lesser kestrels related to sexual selection?,"['JL Tella', 'MG Forfero', 'JA Donázar', 'F Hiraldo']",1997.0,1
Non-linear selection response in Drosophila: a strategy for testing the rare-alleles model of quantitative genetic variability,"['JW Curtsinger', 'R Ming']",1997.0,1
On the function of female ornaments: male bluethroats prefer colourful females,"['T Amundsen', 'E Forsgren']",1997.0,1
On the limits of quantitative genetics for the study of phenotypic evolution,"['M Pigliucci', 'CD Schlichting']",1997.0,1
Patterns and processes of vertebrate evolution,['RL Carroll'],1997.0,1
Phylogenetic analysis of phenotypic covariance structure. I. Contrasting results from matrix correlation and common principal component analyses,['SJ Steppan'],1997.0,1
Phylogenetic analysis of phenotypic covariance structure. II. Reconstructing matrix evolution,['SJ Steppan'],1997.0,1
Phylogenetic tests of alternative intersexual selection mechanisms: trait macroevolution in a polygynous clade (Aves: Pipridae),['RO Prum'],1997.0,1
Phylogenies and the comparative method: a general approach to incorporating phylogenetic information into the analysis of interspecific data,"['EP Martins', 'TF Hansen']",1997.0,1
Pleiotropic effects of individual gene loci on mandibular morphology,"['JM Cheverud', 'EJ Routman', 'DJ Irschick']",1997.0,1
Prey adaptation as a cause of predator‐prey cycles,"['PA Abrams', 'H Matsuda']",1997.0,1
QUANTITATIVE GENETICS OF OVARIOLE NUMBER IN DROSOPHILA MELANOGASTER. I. SEGREGATING VARIATION AND FITNESS,"['ML Wayne', 'JB Hackett', 'TFC Mackay']",1997.0,1
Quantitative genetic variance maintained by fluctuating selection with overlapping generations: variance components and covariances,"['A Sasaki', 'S Ellner']",1997.0,1
"Quantitative trait and allozyme divergence in the Greenfinch (Carduelis chloris, Aves: Fringillidae)",['J Merilä'],1997.0,1
Quantitative trait loci for sensory bristles in Drosophila melanogaster,['MC Gurganus'],1997.0,1
Reducing bias in the measurement of selection,"['R Mauricio', 'LE Mojonniner']",1997.0,1
Rejection of non-adaptive hypotheses for intraspecific variation in trophic morphology in gape-limited predators,"['A Forsman', 'R Shine']",1997.0,1
SEXUAL SIZE DIMORPHISM AND SELECTION IN THE WILD IN THE WATERSTRIDER AQUARIUS REMIGIS: LIFETIME FECUNDITY SELECTION ON FEMALE …,"['RF Preziosi', 'DJ Fairbairn']",1997.0,1
"SIZE, GROWTH, DEVELOPMENT, AND SURVIVAL OF THE PLANKTONIC LARVAE OF POMATOMUS SALTATRIX (PISCES: POMATOMIDAE)","['JA Hare', 'RK Cowen']",1997.0,1
SPONTANEOUS MUTATIONAL GENOTYPE‐ENVIRONMENT INTERACTION FOR FITNESS‐RELATED TRAITS IN DROSOPHILA MELANOGASTER,"['J Fernández', 'C López‐Fanjul']",1997.0,1
Sexual dimorphism of the pelvis and its relationship to birth in human evolution,['DE Walrath'],1997.0,1
Sexual selection,['AL Dugatkin'],1997.0,1
Social support: a genetic-epidemiologic analysis,['KS Kendler'],1997.0,1
Stress and metabolic regulation in Drosophila,['AG Clark'],1997.0,1
THE RATE AND EFFECTS DISTRIBUTION OF VIABILITY MUTATION IN DROSOPHILA: MINIMUM DISTANCE ESTIMATION,['A García‐Dorado'],1997.0,1
THE SYMMETRY OF CORRELATED SELECTION RESPONSES IN ADAPTIVE EVOLUTION: AN EXPERIMENTAL STUDY USING DROSOPHILA,"['J Shiotsugu', 'AM Leroi', 'H Yashiro', 'MR Rose']",1997.0,1
Testing the functional significance of tail streamers,"['MR Evans', 'ALR Thomas']",1997.0,1
The effect of novel environment and sex on the additive genetic variation and covariation in and between emergence body weight and development period in the …,"['J Guntrip', 'RM Sibly', 'GJ Holloway']",1997.0,1
The evolutionary response of vertebrates to Quaternary environmental change,['AM Lister'],1997.0,1
"The genetics of phenotypic plasticity in a colonizing population of the ladybird beetle, Hormonia axyridis","['CP Grill', 'AJ Moore', 'ED Brodie']",1997.0,1
The lack of mutational variance for fluctuating and directional asymmetry in Drosophila melanogaster,"['JL Monedero', 'D Chavarrias']",1997.0,1
"Variation in body size, sexual dimorphism and age-specific survival in stoats, Mustela erminea (Mammalia: Carnivora), with fluctuating food supplies","['RA Powell', 'CM King']",1997.0,1
Variation in mating system among birds: ecological basis revealed by hierarchical comparative analysis of mate desertion,"['IPF Owens', 'PM Bennett']",1997.0,1
copyright in this thesis. Neither the,['W Street'],1997.0,1
A comparison of isozyme and quantitative genetic variation in Pinus contorta ssp. latifolia by FST,"['RC Yang', 'FC Yeh', 'AD Yanchuk']",1996.0,1
A marker‐based method for inferences about quantitative inheritance in natural populations,['K Ritland'],1996.0,1
Adaptive Inertia Caused by Hidden Pleiotropic E ects,"['M Baatz', 'GP Wagner']",1996.0,1
Adaptive radiation along genetic lines of least resistance,['D Schluter'],1996.0,1
Allometry and adaptation of body proportions and stature in African pygmies,"['BT Shea', 'RC Bailey']",1996.0,1
Body size and fecundity in the waterstrider Aquarius remigis: a test of Darwin's fecundity advantage hypothesis,"['RF Preziosi', 'DJ Fairbairn', 'DA Roff', 'JM Brennan']",1996.0,1
Change of genetic architecture in response to sex,"['HW Deng', 'M Lynch']",1996.0,1
Comparative population structure across loci in conifers,['RG Latta'],1996.0,1
Correlated response of homologous characteristics in the anthropoid anterior dentition,['LO Greenfield'],1996.0,1
Density‐dependent selection on continuous characters: A quantitative genetic model,['Y Tanaka'],1996.0,1
Developmental buffering and selection,['C Vogl'],1996.0,1
Developmental integration and the evolution of pleiotropy,['JM Cheverud'],1996.0,1
"Developmental reaction norms: the interactions among allometry, ontogeny and plasticity","['M PIGLIUCCI', 'CD SCHLICHTING']",1996.0,1
ENVIRONMENT‐DEPENDENCE OF QUANTITATIVE GENETIC PARAMETERS IN IMPATIENS PALLIDA,"['CC Bennington', 'JB McGraw']",1996.0,1
Effects of single P-element insertions on bristle number and viability in Drosophila melanogaster,"['RF Lyman', 'F Lawrence', 'SV Nuzhdin', 'TFC Mackay']",1996.0,1
Environment and genetic variability,['M Jeung'],1996.0,1
Environmental fluctuations and the maintenance of genetic diversity in age or stage-structured populations,['S Ellner'],1996.0,1
Evaluating the “dual selection” hypothesis of canine reduction,"['JM Plavcan', 'J Kelley']",1996.0,1
Evolution and the consequences of species introductions and deletions,['PA Abrams'],1996.0,1
"Evolution of a colour pattern: history, development, and selection","['T Price', 'M Pavelka']",1996.0,1
Evolution of amphimixis and recombination under fluctuating selection in one and many traits,"['AS Kondrashov', 'LY Yampolsky']",1996.0,1
Evolutionarily stable versus fitness maximizing life histories under frequency-dependent selection,"['T Day', 'PD Taylor']",1996.0,1
Evolutionary dynamics of predator-prey systems: an ecological perspective,"['P Marrow', 'U Dieckmann', 'R Law']",1996.0,1
Faunal stability during the early Oligocene climatic crash,"['DR Prothero', 'TH Heaton']",1996.0,1
Female mate preference to maximize paternal care: a two-step game,"['Y Harada', 'Y Iwasa']",1996.0,1
Fitness minimization and dynamic instability as a consequence of predator-prey coevolution,"['PA Abrams', 'H Matsuda']",1996.0,1
"Floral variation in Saxifraga granulata: phenotypic selection, quantitative genetics and predicted response to selection",['S Andersson'],1996.0,1
Genetic analysis of coevolution between plants and their natural enemies,['MD Rausher'],1996.0,1
Genetic and environmental control of variation in retinal ganglion cell number in mice,"['RW Williams', 'RC Strom', 'DS Rice']",1996.0,1
"Heritability of wing length in nature for the milkweed bug, Oncopeltus fasciatus","['FR Groeters', 'H Dingle']",1996.0,1
High genetic variability under the balance between symmetric mutation and fluctuating stabilizing selection,"['AS Kondrashov', 'LY Yampolsky']",1996.0,1
"Homologues, natural kinds and the evolution of modularity",['GP Wagner'],1996.0,1
How do flowers diverge?,"['P Wilson', 'JD Thomson']",1996.0,1
Inbreeding and incompatibility in Trichogramma nr. brassicae: evidence and implications for quality control,"['M Sorati', 'M Newman']",1996.0,1
Individual variation of ontogenies: a longitudinal study of growth and timing,['CP Klingenberg'],1996.0,1
Kin selection in the annual plant Impatiens capensis,['JK Kelly'],1996.0,1
Linking local species interactions to rates of speciation in communities,['MA McPeek'],1996.0,1
MICROGEOGRAPHIC PATTERNS OF GENETIC AND MORPHOLOGICAL VARIATION IN SAVANNAH SPARROWS (PASSERCULUS SANDWICHENSIS),['CR Freeman‐Gallant'],1996.0,1
Maintenance of polygenic variation via a migration-selection balance under uniform selection,['PC Phillips'],1996.0,1
Male genital modification,['R Rowanchilde'],1996.0,1
Natural selection and random genetic drift as causes of evolution on islands,['NH Barton'],1996.0,1
PLEIOTROPY CAUSES LONG‐TERM GENETIC CONSTRAINTS ON LIFE‐HISTORY EVOLUTION IN BRASSICA RAPA,['T Mitchell‐Olds'],1996.0,1
Perspective: complex adaptations and the evolution of evolvability,"['GP Wagner', 'L Altenberg']",1996.0,1
"Phylogenies, spatial autoregression, and the comparative method: a computer simulation test",['EP Martins'],1996.0,1
Pleiotropy as a factor maintaining genetic variation in quantitative characters under stabilizing selection,['A Gimelfarb'],1996.0,1
Positive association between copia transposition rate and copy number in Drosophila melanogaster,"['SV Nuzhdin', 'EG Pasyukova']",1996.0,1
Quantitative genetics and population dynamics,['M Doebeli'],1996.0,1
Recombination induced hypergraphs: A new approach to mutation‐recombination isomorphism,"['P Gitchoff', 'GP Wagner']",1996.0,1
Recombination load associated with selection for increased recombination,"['B Charlesworth', 'NH Barton']",1996.0,1
Repeated evolution of sexual color dimorphism in passerine birds,"['T Price', 'GL Birch']",1996.0,1
SEXUAL SELECTION AND SURVIVAL SELECTION ON WING COLORATION AND BODY SIZE IN THE RUBYSPOT DAMSELFLY HETAERINA AMERICANA,['GF Grether'],1996.0,1
"SEXUAL SELECTION AND THE EVOLUTION OF SEXUAL SIZE DIMORPHISM IN THE WATER STRIDER, AQUARIUS REMIGIS","['DJ Fairbairn', 'RF Preziosi']",1996.0,1
Sexual dichromatism in birds: importance of nest predation and nest location for females versus males,"['TE Martin', 'AV Badyaev']",1996.0,1
Sexual dimorphism in lacertid lizards: male head increase vs female abdomen increase?,['F Braña'],1996.0,1
Sexual selection in seaweed flies: genetic variation in male size and its reliability as an indicator in natural populations,"['TH Day', 'CS Crean', 'AS Gilburn']",1996.0,1
"Sexual selection, selection load and quantitative genetics of zebra finch bill colour",['DK Price'],1996.0,1
Sexual size dimorphism as a correlated response to selection on body size: an empirical test of the quantitative genetic model,"['JP Reeve', 'DJ Fairbairn']",1996.0,1
Short‐term evolution in the size and shape of pea aphids,"['S Via', 'AJ Shaw']",1996.0,1
"Size and scaling of sexually‐selected traits in the lizard, Uta palmeri",['DK Hews'],1996.0,1
Stationary distributions under mutation-selection balance: structure and properties,"['R Bürger', 'IM Bomze']",1996.0,1
THE CONTRIBUTION OF NEW MUTATIONS TO GENOTYPE‐ENVIRONMENT INTERACTION FOR FITNESS IN DROSOPHILA MELANOGASTER,"['JD Fry', 'SL Heinsohn', 'TFC Mackay']",1996.0,1
Testing adaptation using phenotypic manipulations,"['B Sinervo', 'AL Basolo']",1996.0,1
The Red-winged Blackbird: the biology of a strongly polygynous songbird,['L Beletsky'],1996.0,1
The blind watchmaker: Why the evidence of evolution reveals a universe without design,['R Dawkins'],1996.0,1
The dynamical theory of coevolution: a derivation from stochastic ecological processes,"['U Dieckmann', 'R Law']",1996.0,1
The evolution of hornedness in female ruminants,['SC Roberts'],1996.0,1
The function of long tails in female barn swallows (Hirundo rustica): an experimental study,"['JJ Cuervo', 'F de Lope', 'AP Møiller']",1996.0,1
The genetic variance maintained by pleiotropic mutation,['Y Tanaka'],1996.0,1
The importance of evolutionary constraints in ecological time scales,['M Björklund'],1996.0,1
The nature of quantittative genetic variation revisited: Lessons from Drosophila bristles,['TFC Mackay'],1996.0,1
The response to differing selection on plant physiological traits: evidence for local adaptation,['SA Dudley'],1996.0,1
The role of genetic variation in adaptation and population persistence in a changing environment,"['R Lande', 'S Shannon']",1996.0,1
The selection differential in quantitative genetics and ESS models,['PD Taylor'],1996.0,1
The selection gradient of an infinite-dimensional trait,"['R Gomulkiewicz', 'JH Beder']",1996.0,1
The statistical analysis of interspecific data: a review and evaluation of phylogenetic comparative methods,"['EP Martins', 'TF Hansen']",1996.0,1
A Quantitative Genetic Perspective on the Conservation of Intraspecifi c Diversity,['JBJ Hano'],1995.0,1
Accumulation of mutations affecting body weight in inbred mouse lines,"['A Caballero', 'PD Keightley', 'WG Hill']",1995.0,1
Age‐related morphological differentiation among populations of Dactylorhiza traunsteineri (Orchidaceae) in eastern Sweden,['E Andersson'],1995.0,1
Breeding plans for small populations based on the dynamics of quantitative genetic variance,['R Lande'],1995.0,1
